customer_id,monetary,first_order,last_order,frequency,recency_days,segment
C10228,59.99,2026-03-16,2026-03-16,1,45,New
C10242,179.98,2025-11-22,2025-11-22,1,159,At Risk
C10248,29.99,2025-05-17,2025-05-17,1,348,At Risk
C10256,29.99,2025-08-27,2025-08-27,1,246,At Risk
C10271,149.97,2025-11-22,2025-11-22,1,159,At Risk
C10285,349.93,2025-02-21,2026-03-16,2,45,Loyal
C10293,59.99,2025-11-15,2025-11-15,1,166,At Risk
C10295,49.99,2025-02-26,2025-02-26,1,428,At Risk
C10299,199.94,2025-08-26,2025-12-21,2,130,At Risk
C10305,59.99,2025-08-10,2025-08-10,1,263,At Risk
C10336,19.99,2026-03-15,2026-03-15,1,46,New
C10337,59.99,2026-04-27,2026-04-27,1,3,New
C10338,119.98,2026-01-18,2026-01-18,1,102,New
C10343,59.98,2026-03-16,2026-03-16,1,45,New
C10362,29.99,2025-03-31,2025-03-31,1,395,At Risk
C10367,139.96,2025-08-02,2025-08-02,1,271,At Risk
C10375,99.98,2025-11-05,2025-11-05,1,176,At Risk
C10376,34.99,2025-07-07,2025-07-07,1,297,At Risk
C10382,39.98,2025-03-09,2025-03-09,1,417,At Risk
C10429,59.99,2026-03-06,2026-03-06,1,55,New
C10433,69.98,2026-04-29,2026-04-29,1,1,New
C10434,154.97,2025-11-11,2026-01-16,2,104,Potential
C10451,59.98,2025-08-31,2025-08-31,1,242,At Risk
C10454,89.97,2025-10-16,2025-10-16,1,196,At Risk
C10461,34.99,2026-03-05,2026-03-05,1,56,New
C10465,29.99,2025-05-12,2025-05-12,1,353,At Risk
C10467,69.98,2026-03-07,2026-03-07,1,54,New
C10475,119.96,2025-03-15,2025-03-15,1,411,At Risk
C10481,19.99,2025-10-13,2025-10-13,1,199,At Risk
C10483,34.99,2025-12-25,2025-12-25,1,126,At Risk
C10499,59.98,2025-06-01,2025-06-01,1,333,At Risk
C10511,29.99,2025-10-23,2025-10-23,1,189,At Risk
C10519,59.98,2025-10-14,2025-10-14,1,198,At Risk
C10529,59.98,2025-12-23,2025-12-23,1,128,At Risk
C10530,89.99,2025-06-08,2025-06-08,1,326,At Risk
C10534,149.97,2026-03-02,2026-03-02,1,59,New
C10536,34.99,2025-09-10,2025-09-10,1,232,At Risk
C10567,99.98,2025-06-30,2025-06-30,1,304,At Risk
C10573,19.99,2026-01-21,2026-01-21,1,99,New
C10574,119.98,2025-03-07,2025-03-07,1,419,At Risk
C10578,99.98,2026-03-11,2026-03-11,1,50,New
C10583,99.98,2025-10-19,2025-10-19,1,193,At Risk
C10591,89.99,2025-03-19,2025-03-19,1,407,At Risk
C10608,149.97,2025-10-24,2025-10-24,1,188,At Risk
C10625,29.99,2025-09-29,2025-09-29,1,213,At Risk
C10632,59.99,2025-07-23,2025-07-23,1,281,At Risk
C10634,59.99,2026-04-13,2026-04-13,1,17,New
C10639,34.99,2025-01-13,2025-01-13,1,472,At Risk
C10655,29.99,2026-01-01,2026-01-01,1,119,New
C10657,89.99,2025-08-05,2025-08-05,1,268,At Risk
C10660,69.98,2025-09-15,2025-09-15,1,227,At Risk
C10672,19.99,2025-01-29,2025-01-29,1,456,At Risk
C10673,39.98,2025-07-20,2025-07-20,1,284,At Risk
C10680,59.99,2026-03-12,2026-03-12,1,49,New
C10691,119.98,2026-01-18,2026-01-18,1,102,New
C10692,59.98,2026-03-24,2026-03-24,1,37,New
C10704,79.98,2025-07-08,2026-03-14,2,47,Potential
C10707,89.99,2025-05-13,2025-05-13,1,352,At Risk
C10730,269.97,2025-08-18,2025-08-18,1,255,At Risk
C10737,119.98,2026-03-30,2026-03-30,1,31,New
C10751,49.99,2026-02-21,2026-02-21,1,68,New
C10763,149.97,2025-11-15,2025-11-15,1,166,At Risk
C10770,69.98,2025-12-27,2025-12-27,1,124,At Risk
C10774,69.98,2025-12-14,2025-12-14,1,137,At Risk
C10779,49.99,2026-01-02,2026-01-02,1,118,New
C10782,104.97,2025-11-22,2025-11-22,1,159,At Risk
C10794,49.99,2025-04-07,2025-04-07,1,388,At Risk
C10796,19.99,2025-03-12,2025-03-12,1,414,At Risk
C10807,19.99,2025-06-04,2025-06-04,1,330,At Risk
C10808,39.98,2025-01-09,2025-01-09,1,476,At Risk
C10811,34.99,2026-01-16,2026-01-16,1,104,New
C10823,94.96000000000001,2025-08-11,2025-11-22,2,159,At Risk
C10830,179.98,2025-08-03,2025-08-03,1,270,At Risk
C10852,49.99,2025-02-23,2025-02-23,1,431,At Risk
C10867,59.99,2026-02-28,2026-02-28,1,61,New
C10874,129.97,2025-01-05,2025-06-09,2,325,At Risk
C10877,19.99,2025-01-19,2025-01-19,1,466,At Risk
C10883,89.99,2025-09-25,2025-09-25,1,217,At Risk
C10884,59.97,2025-01-27,2025-01-27,1,458,At Risk
C10892,179.97,2025-11-09,2025-11-09,1,172,At Risk
C10906,149.97,2025-12-28,2025-12-28,1,123,At Risk
C10908,59.98,2026-04-25,2026-04-25,1,5,New
C10916,59.99,2025-03-23,2025-03-23,1,403,At Risk
C10938,119.98,2025-06-23,2025-06-23,1,311,At Risk
C10941,89.99,2025-09-22,2025-09-22,1,220,At Risk
C10949,89.99,2026-02-18,2026-02-18,1,71,New
C10953,39.98,2026-04-17,2026-04-17,1,13,New
C10969,159.97,2025-03-15,2025-07-26,2,278,At Risk
C10987,39.98,2025-11-16,2025-11-16,1,165,At Risk
C10996,59.99,2025-02-07,2025-02-07,1,447,At Risk
C10998,19.99,2025-03-03,2025-03-03,1,423,At Risk
C11001,89.99,2025-03-10,2025-03-10,1,416,At Risk
C11021,19.99,2025-06-14,2025-06-14,1,320,At Risk
C11031,179.98,2026-04-09,2026-04-09,1,21,Loyal
C11033,89.97,2026-02-25,2026-02-25,1,64,New
C11055,104.97,2025-09-24,2025-09-24,1,218,At Risk
C11067,29.99,2025-10-23,2025-10-23,1,189,At Risk
C11073,59.99,2025-07-19,2025-07-19,1,285,At Risk
C11108,209.97,2025-06-27,2025-10-18,2,194,At Risk
C11117,49.99,2025-05-15,2025-05-15,1,350,At Risk
C11126,59.99,2025-08-17,2025-08-17,1,256,At Risk
C11135,59.97,2025-05-03,2025-05-03,1,362,At Risk
C11139,189.95,2025-02-19,2025-09-28,2,214,At Risk
C11141,29.99,2026-03-29,2026-03-29,1,32,New
C11157,119.96,2025-07-06,2025-07-06,1,298,At Risk
C11167,19.99,2026-04-11,2026-04-11,1,19,New
C11180,34.99,2025-06-07,2025-06-07,1,327,At Risk
C11182,179.97,2025-08-07,2025-08-07,1,266,At Risk
C11185,39.98,2025-04-12,2025-04-12,1,383,At Risk
C11190,149.97,2026-01-04,2026-01-04,1,116,New
C11198,149.97,2025-03-17,2025-03-17,1,409,At Risk
C11231,99.98,2025-11-27,2025-11-27,1,154,At Risk
C11237,29.99,2025-04-15,2025-04-15,1,380,At Risk
C11239,179.98,2026-01-09,2026-01-09,1,111,New
C11242,89.99,2026-02-27,2026-02-27,1,62,New
C11258,174.95,2025-08-08,2025-08-08,1,265,At Risk
C11259,49.99,2026-01-26,2026-01-26,1,94,New
C11288,89.99,2025-12-06,2025-12-06,1,145,At Risk
C11295,149.97,2026-01-23,2026-01-23,1,97,New
C11297,99.98,2025-05-17,2025-05-17,1,348,At Risk
C11315,29.99,2025-09-20,2025-09-20,1,222,At Risk
C11330,49.99,2025-08-06,2025-08-06,1,267,At Risk
C11341,34.99,2025-10-19,2025-10-19,1,193,At Risk
C11348,229.97,2025-04-19,2025-08-04,2,269,At Risk
C11357,104.97,2025-11-03,2025-11-03,1,178,At Risk
C11361,59.97,2025-09-04,2025-09-04,1,238,At Risk
C11369,59.99,2025-02-19,2025-02-19,1,435,At Risk
C11370,59.99,2025-04-30,2025-04-30,1,365,At Risk
C11372,269.97,2026-01-08,2026-01-08,1,112,New
C11383,89.99,2026-01-05,2026-01-05,1,115,New
C11387,89.97,2025-11-02,2025-11-02,1,179,At Risk
C11391,99.98,2025-04-08,2025-04-08,1,387,At Risk
C11405,99.98,2025-01-16,2025-01-16,1,469,At Risk
C11409,59.98,2025-04-26,2025-04-26,1,369,At Risk
C11414,34.99,2025-09-20,2025-09-20,1,222,At Risk
C11425,39.98,2025-07-11,2025-07-11,1,293,At Risk
C11432,29.99,2026-04-02,2026-04-02,1,28,New
C11442,49.99,2025-05-23,2025-05-23,1,342,At Risk
C11446,34.99,2026-02-26,2026-02-26,1,63,New
C11461,59.97,2025-08-08,2025-08-08,1,265,At Risk
C11465,179.94,2025-02-24,2026-04-29,2,1,Loyal
C11472,59.98,2026-04-05,2026-04-05,1,25,New
C11480,34.99,2025-12-05,2025-12-05,1,146,At Risk
C11489,19.99,2025-08-23,2025-08-23,1,250,At Risk
C11492,119.98,2025-11-25,2025-11-25,1,156,At Risk
C11494,119.98,2025-10-28,2025-10-28,1,184,At Risk
C11535,34.99,2025-08-12,2025-08-12,1,261,At Risk
C11538,89.99,2025-02-12,2025-02-12,1,442,At Risk
C11560,49.99,2025-12-12,2025-12-12,1,139,At Risk
C11564,239.96,2025-09-28,2025-09-28,1,214,At Risk
C11569,99.98,2025-03-07,2025-03-07,1,419,At Risk
C11587,89.99,2025-06-03,2025-06-03,1,331,At Risk
C11603,49.99,2025-08-11,2025-08-11,1,262,At Risk
C11607,79.96,2025-06-26,2025-06-26,1,308,At Risk
C11658,69.98,2025-02-25,2025-02-25,1,429,At Risk
C11669,119.97,2025-11-06,2026-03-05,2,56,Potential
C11674,34.99,2025-08-13,2025-08-13,1,260,At Risk
C11675,29.99,2025-12-15,2025-12-15,1,136,At Risk
C11699,149.97,2025-04-06,2025-04-06,1,389,At Risk
C11707,29.99,2026-04-15,2026-04-15,1,15,New
C11710,269.97,2025-12-06,2025-12-06,1,145,At Risk
C11721,19.99,2025-03-08,2025-03-08,1,418,At Risk
C11730,129.97,2025-01-31,2025-04-02,2,393,At Risk
C11735,49.99,2025-08-24,2025-08-24,1,249,At Risk
C11738,69.98,2025-05-27,2025-05-27,1,338,At Risk
C11745,59.99,2025-12-02,2025-12-02,1,149,At Risk
C11747,19.99,2025-05-12,2025-05-12,1,353,At Risk
C11756,99.98,2026-03-28,2026-03-28,1,33,New
C11758,34.99,2026-04-09,2026-04-09,1,21,New
C11774,89.99,2026-04-11,2026-04-11,1,19,New
C11781,34.99,2025-05-01,2025-05-01,1,364,At Risk
C11786,19.99,2026-04-06,2026-04-06,1,24,New
C11788,119.98,2025-06-07,2025-06-07,1,327,At Risk
C11794,59.97,2025-01-29,2025-01-29,1,456,At Risk
C11796,104.97,2026-02-04,2026-02-04,1,85,New
C11798,89.97,2025-05-25,2025-05-25,1,340,At Risk
C11802,59.99,2025-10-06,2025-10-06,1,206,At Risk
C11804,119.98,2026-02-23,2026-02-23,1,66,New
C11807,149.97,2025-09-14,2025-09-14,1,228,At Risk
C11809,359.96,2025-07-22,2025-07-22,1,282,At Risk
C11824,34.99,2025-05-21,2025-05-21,1,344,At Risk
C11839,39.98,2025-10-23,2025-10-23,1,189,At Risk
C11840,34.99,2026-04-05,2026-04-05,1,25,New
C11846,19.99,2025-07-07,2025-07-07,1,297,At Risk
C11878,179.97,2025-02-01,2025-02-01,1,453,At Risk
C11880,34.99,2025-05-09,2025-05-09,1,356,At Risk
C11882,99.98,2025-07-05,2025-07-05,1,299,At Risk
C11894,29.99,2025-03-12,2025-03-12,1,414,At Risk
C11897,19.99,2026-03-25,2026-03-25,1,36,New
C11900,89.99,2025-11-02,2025-11-02,1,179,At Risk
C11905,59.97,2025-02-15,2025-02-15,1,439,At Risk
C11906,19.99,2026-01-23,2026-01-23,1,97,New
C11908,309.94,2025-03-21,2026-01-07,2,113,Potential
C11910,179.98,2025-04-04,2025-04-04,1,391,At Risk
C11920,99.95,2026-04-06,2026-04-06,1,24,New
C11925,49.99,2025-08-02,2025-08-02,1,271,At Risk
C11926,29.99,2026-02-11,2026-02-11,1,78,New
C11927,59.99,2025-01-21,2025-01-21,1,464,At Risk
C11945,59.98,2025-09-19,2025-09-19,1,223,At Risk
C11954,34.99,2025-12-22,2025-12-22,1,129,At Risk
C11957,179.98,2026-01-11,2026-01-11,1,109,New
C11961,19.99,2025-03-25,2025-03-25,1,401,At Risk
C11969,19.99,2026-02-13,2026-02-13,1,76,New
C11978,29.99,2025-03-09,2025-03-09,1,417,At Risk
C11990,69.98,2025-12-22,2025-12-22,1,129,At Risk
C11996,39.98,2026-01-01,2026-01-01,1,119,New
C12003,69.98,2025-02-09,2025-02-09,1,445,At Risk
C12008,359.95,2025-05-13,2026-04-12,2,18,Loyal
C12014,34.99,2026-04-05,2026-04-05,1,25,New
C12018,79.96,2026-02-26,2026-02-26,1,63,New
C12038,119.98,2025-09-28,2025-09-28,1,214,At Risk
C12040,104.97,2025-11-16,2025-11-16,1,165,At Risk
C12041,34.99,2025-02-16,2025-02-16,1,438,At Risk
C12043,149.98,2025-02-27,2025-12-08,2,143,At Risk
C12064,34.99,2025-12-08,2025-12-08,1,143,At Risk
C12065,59.99,2026-01-09,2026-01-09,1,111,New
C12066,79.98,2025-04-16,2025-10-03,2,209,At Risk
C12098,19.99,2025-01-21,2025-01-21,1,464,At Risk
C12102,19.99,2026-04-23,2026-04-23,1,7,New
C12109,69.98,2025-06-13,2025-06-13,1,321,At Risk
C12127,119.98,2026-03-22,2026-03-22,1,39,New
C12153,59.99,2025-07-16,2025-07-16,1,288,At Risk
C12156,19.99,2026-01-12,2026-01-12,1,108,New
C12158,29.99,2025-01-11,2025-01-11,1,474,At Risk
C12172,89.99,2026-01-18,2026-01-18,1,102,New
C12178,89.99,2025-01-09,2025-01-09,1,476,At Risk
C12183,19.99,2025-06-18,2025-06-18,1,316,At Risk
C12190,359.96,2026-01-13,2026-01-13,1,107,New
C12198,39.98,2025-10-18,2025-10-18,1,194,At Risk
C12207,89.99,2025-07-13,2025-07-13,1,291,At Risk
C12208,119.96,2026-03-15,2026-03-15,1,46,New
C12212,39.98,2025-06-16,2025-06-16,1,318,At Risk
C12225,179.97,2025-12-09,2025-12-09,1,142,At Risk
C12246,19.99,2025-07-15,2025-07-15,1,289,At Risk
C12247,69.98,2025-06-14,2025-06-14,1,320,At Risk
C12259,89.99,2025-07-14,2025-07-14,1,290,At Risk
C12268,149.97,2025-02-19,2025-02-19,1,435,At Risk
C12270,34.99,2025-12-30,2025-12-30,1,121,At Risk
C12291,59.99,2026-02-24,2026-02-24,1,65,New
C12297,149.97,2026-03-29,2026-03-29,1,32,New
C12301,59.99,2025-02-22,2025-02-22,1,432,At Risk
C12305,49.99,2025-05-26,2025-05-26,1,339,At Risk
C12313,104.97,2025-09-13,2025-09-13,1,229,At Risk
C12326,29.99,2025-04-08,2025-04-08,1,387,At Risk
C12328,119.98,2025-09-26,2025-09-26,1,216,At Risk
C12336,359.96,2025-04-11,2025-04-11,1,384,At Risk
C12371,69.98,2026-03-28,2026-03-28,1,33,New
C12376,19.99,2025-11-07,2025-11-07,1,174,At Risk
C12381,29.99,2025-10-27,2025-10-27,1,185,At Risk
C12383,59.99,2025-03-27,2025-03-27,1,399,At Risk
C12385,34.99,2025-07-06,2025-07-06,1,298,At Risk
C12406,49.99,2026-04-14,2026-04-14,1,16,New
C12413,59.99,2025-05-25,2025-05-25,1,340,At Risk
C12428,34.99,2026-02-09,2026-02-09,1,80,New
C12430,249.95,2026-03-02,2026-03-24,2,37,Loyal
C12433,69.98,2025-12-09,2025-12-09,1,142,At Risk
C12434,49.99,2025-01-15,2025-01-15,1,470,At Risk
C12435,104.97,2025-03-29,2025-03-29,1,397,At Risk
C12437,19.99,2025-08-28,2025-08-28,1,245,At Risk
C12444,34.99,2025-06-09,2025-06-09,1,325,At Risk
C12483,34.99,2025-12-23,2025-12-23,1,128,At Risk
C12486,59.99,2026-03-20,2026-03-20,1,41,New
C12487,29.99,2025-03-19,2025-03-19,1,407,At Risk
C12507,119.98,2025-08-23,2025-08-23,1,250,At Risk
C12511,69.98,2025-06-25,2025-06-25,1,309,At Risk
C12513,199.96,2025-04-04,2025-04-04,1,391,At Risk
C12519,249.95,2025-07-12,2025-07-12,1,292,At Risk
C12542,89.99,2025-02-25,2025-02-25,1,429,At Risk
C12545,239.96,2025-12-07,2025-12-07,1,144,At Risk
C12546,99.95,2025-03-06,2025-03-06,1,420,At Risk
C12552,139.96,2025-11-23,2025-11-23,1,158,At Risk
C12570,119.98,2025-10-19,2025-10-19,1,193,At Risk
C12571,99.98,2025-02-04,2025-02-04,1,450,At Risk
C12598,119.98,2025-01-06,2025-01-06,1,479,At Risk
C12611,139.96,2026-01-24,2026-01-24,1,96,New
C12616,94.98,2025-12-30,2026-02-15,2,74,Potential
C12633,449.95,2025-06-28,2025-06-28,1,306,At Risk
C12644,34.99,2025-01-13,2025-01-13,1,472,At Risk
C12652,34.99,2025-07-29,2025-07-29,1,275,At Risk
C12659,29.99,2025-07-02,2025-07-02,1,302,At Risk
C12663,104.97,2026-02-19,2026-02-19,1,70,New
C12669,34.99,2025-04-18,2025-04-18,1,377,At Risk
C12673,119.96,2026-01-16,2026-01-16,1,104,New
C12706,29.99,2025-05-20,2025-05-20,1,345,At Risk
C12711,49.99,2026-03-05,2026-03-05,1,56,New
C12720,59.99,2025-09-06,2025-09-06,1,236,At Risk
C12724,59.99,2025-08-03,2025-08-03,1,270,At Risk
C12742,299.95,2025-08-05,2025-08-05,1,268,At Risk
C12748,39.98,2025-07-26,2025-07-26,1,278,At Risk
C12749,34.99,2025-02-04,2025-02-04,1,450,At Risk
C12751,34.99,2026-04-19,2026-04-19,1,11,New
C12754,19.99,2025-03-19,2025-03-19,1,407,At Risk
C12760,49.99,2025-06-24,2025-06-24,1,310,At Risk
C12765,299.96000000000004,2025-08-08,2026-01-26,2,94,Potential
C12780,59.98,2025-12-03,2025-12-03,1,148,At Risk
C12787,49.99,2026-03-06,2026-03-06,1,55,New
C12791,89.99,2025-06-30,2025-06-30,1,304,At Risk
C12797,19.99,2026-04-09,2026-04-09,1,21,New
C12811,34.99,2025-02-19,2025-02-19,1,435,At Risk
C12819,69.98,2025-09-07,2025-09-07,1,235,At Risk
C12826,199.96,2025-08-13,2025-08-13,1,260,At Risk
C12827,34.99,2025-07-08,2025-07-08,1,296,At Risk
C12832,139.96,2025-07-25,2025-07-25,1,279,At Risk
C12837,29.99,2026-03-02,2026-03-02,1,59,New
C12848,179.97,2025-11-07,2025-11-07,1,174,At Risk
C12858,34.99,2025-03-17,2025-03-17,1,409,At Risk
C12861,89.99,2025-08-08,2025-08-08,1,265,At Risk
C12862,59.98,2025-11-12,2025-11-12,1,169,At Risk
C12871,449.95,2025-06-23,2025-06-23,1,311,At Risk
C12879,69.98,2025-05-14,2025-05-14,1,351,At Risk
C12889,34.99,2025-07-29,2025-07-29,1,275,At Risk
C12897,239.96,2026-02-04,2026-02-04,1,85,New
C12930,99.98,2025-06-11,2025-06-11,1,323,At Risk
C12939,89.97,2025-02-28,2025-02-28,1,426,At Risk
C12951,59.98,2025-10-20,2025-10-20,1,192,At Risk
C12956,269.97,2025-08-11,2025-08-11,1,262,At Risk
C12979,34.99,2026-04-28,2026-04-28,1,2,New
C12985,99.98,2025-06-23,2025-06-23,1,311,At Risk
C13002,199.96,2025-03-19,2025-03-19,1,407,At Risk
C13003,69.98,2025-05-20,2025-05-20,1,345,At Risk
C13005,39.98,2026-03-19,2026-03-19,1,42,New
C13013,104.97,2025-03-10,2025-03-10,1,416,At Risk
C13015,269.97,2026-04-28,2026-04-28,1,2,Loyal
C13025,69.98,2026-04-02,2026-04-02,1,28,New
C13026,109.97999999999999,2025-11-22,2026-03-15,2,46,Potential
C13037,59.99,2025-07-22,2025-07-22,1,282,At Risk
C13053,219.95999999999998,2025-04-09,2025-12-03,2,148,At Risk
C13057,29.99,2025-08-07,2025-08-07,1,266,At Risk
C13061,34.99,2026-01-12,2026-01-12,1,108,New
C13067,34.99,2026-01-02,2026-01-02,1,118,New
C13071,19.99,2025-12-14,2025-12-14,1,137,At Risk
C13077,19.99,2026-02-01,2026-02-01,1,88,New
C13105,34.99,2025-01-31,2025-01-31,1,454,At Risk
C13110,39.98,2025-11-10,2025-11-10,1,171,At Risk
C13124,89.99,2025-02-26,2025-02-26,1,428,At Risk
C13130,269.97,2025-10-05,2025-10-05,1,207,At Risk
C13135,169.95,2025-02-22,2026-01-02,3,118,Potential
C13167,49.99,2025-06-25,2025-06-25,1,309,At Risk
C13185,99.98,2026-01-23,2026-01-23,1,97,New
C13187,59.99,2025-11-19,2025-11-19,1,162,At Risk
C13197,29.99,2025-11-06,2025-11-06,1,175,At Risk
C13203,89.99,2025-06-09,2025-06-09,1,325,At Risk
C13205,39.98,2025-09-22,2026-04-09,2,21,Potential
C13206,179.98,2026-02-23,2026-02-23,1,66,New
C13214,89.97,2026-01-29,2026-01-29,1,91,New
C13221,34.99,2025-08-13,2025-08-13,1,260,At Risk
C13223,59.99,2025-11-10,2025-11-10,1,171,At Risk
C13228,49.99,2025-07-12,2025-07-12,1,292,At Risk
C13234,34.99,2026-04-06,2026-04-06,1,24,New
C13245,34.99,2025-07-20,2025-07-20,1,284,At Risk
C13267,34.99,2026-02-18,2026-02-18,1,71,New
C13288,89.99,2025-03-04,2025-03-04,1,422,At Risk
C13291,139.96,2025-06-11,2025-06-11,1,323,At Risk
C13299,69.98,2025-09-24,2025-09-24,1,218,At Risk
C13315,59.98,2025-10-05,2025-10-05,1,207,At Risk
C13330,69.98,2025-02-27,2025-02-27,1,427,At Risk
C13335,79.96,2026-03-15,2026-03-15,1,46,New
C13337,34.99,2025-11-01,2025-11-01,1,180,At Risk
C13339,179.97,2025-03-31,2025-03-31,1,395,At Risk
C13353,39.98,2026-04-08,2026-04-08,1,22,New
C13355,89.99,2025-07-25,2025-07-25,1,279,At Risk
C13361,19.99,2025-07-01,2025-07-01,1,303,At Risk
C13374,269.97,2025-10-16,2025-10-16,1,196,At Risk
C13382,199.96,2026-02-25,2026-04-11,2,19,Loyal
C13383,34.99,2025-10-16,2025-10-16,1,196,At Risk
C13398,34.99,2025-02-10,2025-02-10,1,444,At Risk
C13405,89.99,2025-03-29,2025-03-29,1,397,At Risk
C13420,359.96,2026-02-17,2026-02-17,1,72,New
C13422,49.99,2025-12-05,2025-12-05,1,146,At Risk
C13425,449.95,2026-02-13,2026-02-13,1,76,New
C13430,149.97,2026-01-18,2026-01-18,1,102,New
C13435,89.97,2026-02-19,2026-02-19,1,70,New
C13478,59.99,2025-08-13,2025-08-13,1,260,At Risk
C13502,59.99,2026-03-23,2026-03-23,1,38,New
C13522,269.97,2025-09-06,2025-09-06,1,236,At Risk
C13525,149.97,2025-06-08,2025-06-08,1,326,At Risk
C13541,119.96,2026-02-18,2026-02-18,1,71,New
C13550,49.99,2025-11-18,2025-11-18,1,163,At Risk
C13552,19.99,2025-03-07,2025-03-07,1,419,At Risk
C13559,34.99,2025-12-04,2025-12-04,1,147,At Risk
C13565,179.98,2025-03-12,2025-03-12,1,414,At Risk
C13569,19.99,2025-12-09,2025-12-09,1,142,At Risk
C13570,34.99,2025-07-10,2025-07-10,1,294,At Risk
C13576,119.98,2026-02-12,2026-02-12,1,77,New
C13580,119.98,2025-07-22,2025-07-22,1,282,At Risk
C13585,69.98,2025-03-29,2025-03-29,1,397,At Risk
C13613,104.97,2025-06-28,2025-06-28,1,306,At Risk
C13615,49.99,2025-09-24,2025-09-24,1,218,At Risk
C13624,449.95,2025-08-20,2025-08-20,1,253,At Risk
C13626,34.99,2025-10-28,2025-10-28,1,184,At Risk
C13631,89.99,2025-04-06,2025-04-06,1,389,At Risk
C13635,19.99,2026-02-26,2026-02-26,1,63,New
C13641,49.99,2025-10-20,2025-10-20,1,192,At Risk
C13646,59.99,2026-02-09,2026-02-09,1,80,New
C13651,184.96,2025-06-08,2026-02-16,2,73,Potential
C13660,59.99,2026-01-15,2026-01-15,1,105,New
C13670,269.97,2026-01-07,2026-01-07,1,113,New
C13674,59.99,2026-01-25,2026-01-25,1,95,New
C13693,199.96,2025-10-19,2025-10-19,1,193,At Risk
C13695,174.95,2025-06-17,2025-06-17,1,317,At Risk
C13710,149.97,2025-03-31,2025-03-31,1,395,At Risk
C13726,269.97,2025-09-04,2025-09-04,1,238,At Risk
C13727,84.98,2025-01-05,2025-03-13,2,413,At Risk
C13730,49.99,2025-05-27,2025-05-27,1,338,At Risk
C13732,49.99,2025-11-12,2025-11-12,1,169,At Risk
C13737,29.99,2025-06-01,2025-06-01,1,333,At Risk
C13738,179.97,2025-09-09,2025-09-09,1,233,At Risk
C13742,179.98,2025-10-14,2025-10-14,1,198,At Risk
C13747,99.98,2025-08-17,2025-08-17,1,256,At Risk
C13763,34.99,2025-12-11,2025-12-11,1,140,At Risk
C13768,89.99,2025-03-26,2025-03-26,1,400,At Risk
C13785,59.98,2025-03-10,2025-03-10,1,416,At Risk
C13790,149.97,2025-07-06,2025-07-06,1,298,At Risk
C13801,49.99,2025-08-21,2025-08-21,1,252,At Risk
C13803,59.98,2025-12-07,2025-12-07,1,144,At Risk
C13813,39.98,2026-02-24,2026-02-24,1,65,New
C13818,59.99,2025-04-05,2025-04-05,1,390,At Risk
C13823,69.98,2025-12-26,2025-12-26,1,125,At Risk
C13824,179.98,2025-04-10,2025-04-10,1,385,At Risk
C13831,59.97,2025-01-24,2025-01-24,1,461,At Risk
C13834,349.93,2025-03-11,2025-03-15,2,411,At Risk
C13841,59.98,2025-01-12,2025-01-12,1,473,At Risk
C13860,89.97,2026-01-26,2026-04-27,2,3,Potential
