customer_id,monetary,first_order,last_order,frequency,recency_days,segment
C10503,89.99,2025-11-01,2025-11-01,1,180,At Risk
C10505,19.99,2026-01-11,2026-01-11,1,109,New
C10510,59.98,2025-09-05,2025-09-05,1,237,At Risk
C10526,89.97,2025-10-08,2025-10-08,1,204,At Risk
C10537,99.98,2025-04-27,2025-04-27,1,368,At Risk
C10556,179.98,2025-02-04,2025-02-04,1,450,At Risk
C10584,89.99,2026-01-02,2026-01-02,1,118,New
C10585,89.99,2025-12-02,2025-12-02,1,149,At Risk
C10597,69.98,2025-04-03,2025-04-03,1,392,At Risk
C10602,59.99,2025-03-15,2025-03-15,1,411,At Risk
C10603,34.99,2025-02-20,2025-02-20,1,434,At Risk
C10615,29.99,2025-03-29,2025-03-29,1,397,At Risk
C10630,59.97,2025-04-15,2025-04-15,1,380,At Risk
C10633,34.99,2025-10-11,2025-10-11,1,201,At Risk
C10638,69.98,2026-03-07,2026-03-07,1,54,New
C10649,239.96,2025-04-23,2025-04-23,1,372,At Risk
C10654,19.99,2025-09-30,2025-09-30,1,212,At Risk
C10660,34.99,2025-03-16,2025-03-16,1,410,At Risk
C10679,34.99,2026-03-18,2026-03-18,1,43,New
C10687,39.98,2025-08-13,2025-08-13,1,260,At Risk
C10698,29.99,2025-11-01,2025-11-01,1,180,At Risk
C10703,199.96,2026-01-21,2026-01-21,1,99,New
C10712,89.99,2026-02-15,2026-02-15,1,74,New
C10715,59.98,2025-03-13,2025-03-13,1,413,At Risk
C10723,99.95,2025-02-17,2025-02-17,1,437,At Risk
C10744,149.97,2025-11-15,2025-11-15,1,166,At Risk
C10745,49.99,2025-09-03,2025-09-03,1,239,At Risk
C10747,89.97,2025-02-10,2025-06-08,2,326,At Risk
C10765,39.98,2025-05-25,2025-05-25,1,340,At Risk
C10766,29.99,2025-01-03,2025-01-03,1,482,At Risk
C10771,39.98,2025-06-01,2025-06-01,1,333,At Risk
C10792,59.98,2025-03-17,2025-03-17,1,409,At Risk
C10820,69.98,2026-04-21,2026-04-21,1,9,New
C10821,59.99,2025-03-31,2025-03-31,1,395,At Risk
C10826,19.99,2025-07-07,2025-07-07,1,297,At Risk
C10835,359.96,2026-01-24,2026-01-24,1,96,New
C10836,49.99,2026-03-17,2026-03-17,1,44,New
C10841,49.99,2025-09-10,2025-09-10,1,232,At Risk
C10882,124.96000000000001,2025-04-24,2026-01-19,2,101,Potential
C10886,359.96,2025-01-14,2025-01-14,1,471,At Risk
C10910,19.99,2026-02-14,2026-02-14,1,75,New
C10916,179.97,2026-02-24,2026-02-24,1,65,New
C10927,94.98,2025-04-06,2025-09-18,2,224,At Risk
C10929,59.99,2026-04-14,2026-04-14,1,16,New
C10939,119.98,2026-02-05,2026-02-05,1,84,New
C10940,59.98,2025-04-11,2025-04-11,1,384,At Risk
C10953,29.99,2025-04-28,2025-04-28,1,367,At Risk
C10959,199.96,2025-10-18,2025-10-18,1,194,At Risk
C10982,79.96,2026-04-12,2026-04-12,1,18,New
C10993,119.98,2025-05-15,2025-05-15,1,350,At Risk
C10997,149.97,2025-08-08,2025-08-08,1,265,At Risk
C11006,34.99,2025-08-13,2025-08-13,1,260,At Risk
C11012,359.96,2026-02-08,2026-02-08,1,81,New
C11022,29.99,2025-08-05,2025-08-05,1,268,At Risk
C11035,179.98,2025-11-29,2025-11-29,1,152,At Risk
C11038,149.97,2026-03-17,2026-03-17,1,44,New
C11039,59.99,2025-07-14,2025-07-14,1,290,At Risk
C11040,99.95,2025-07-13,2025-07-13,1,291,At Risk
C11057,89.99,2025-03-07,2025-03-07,1,419,At Risk
C11079,89.97,2025-11-30,2025-11-30,1,151,At Risk
C11091,89.99,2025-06-19,2025-06-19,1,315,At Risk
C11096,89.99,2025-10-23,2025-10-23,1,189,At Risk
C11110,119.98,2025-09-30,2025-09-30,1,212,At Risk
C11115,104.97,2025-04-16,2025-04-16,1,379,At Risk
C11120,179.98,2026-03-12,2026-03-12,1,49,Loyal
C11127,239.96,2025-07-18,2025-07-18,1,286,At Risk
C11135,359.96,2025-06-21,2025-06-21,1,313,At Risk
C11137,49.99,2025-05-05,2025-05-05,1,360,At Risk
C11141,19.99,2025-10-03,2025-10-03,1,209,At Risk
C11145,359.96,2026-01-24,2026-01-24,1,96,New
C11165,49.99,2025-04-01,2025-04-01,1,394,At Risk
C11168,59.99,2026-02-10,2026-02-10,1,79,New
C11176,179.98,2025-11-30,2025-11-30,1,151,At Risk
C11179,19.99,2025-11-22,2025-11-22,1,159,At Risk
C11182,269.97,2025-04-05,2025-04-05,1,390,At Risk
C11193,49.99,2025-01-23,2025-01-23,1,462,At Risk
C11202,179.98,2025-09-13,2025-09-13,1,229,At Risk
C11206,119.98,2025-07-09,2025-07-09,1,295,At Risk
C11210,179.98,2025-09-07,2025-09-07,1,235,At Risk
C11211,29.99,2026-02-25,2026-02-25,1,64,New
C11215,19.99,2026-01-10,2026-01-10,1,110,New
C11219,59.97,2025-06-03,2025-06-03,1,331,At Risk
C11228,89.99,2026-04-16,2026-04-16,1,14,New
C11229,119.98,2025-01-07,2025-01-07,1,478,At Risk
C11238,79.96,2026-04-11,2026-04-11,1,19,New
C11255,59.99,2025-01-24,2025-01-24,1,461,At Risk
C11273,19.99,2025-05-19,2025-05-19,1,346,At Risk
C11277,119.98,2026-01-26,2026-01-26,1,94,New
C11292,179.97,2025-01-17,2025-10-16,2,196,At Risk
C11294,89.97,2025-02-19,2025-02-19,1,435,At Risk
C11305,179.98,2025-12-07,2025-12-07,1,144,At Risk
C11306,49.99,2025-07-05,2025-07-05,1,299,At Risk
C11310,89.97,2025-05-16,2025-05-16,1,349,At Risk
C11331,129.95,2025-05-20,2025-07-12,2,292,At Risk
C11338,29.99,2026-03-11,2026-03-11,1,50,New
C11358,99.98,2025-11-07,2025-11-07,1,174,At Risk
C11364,119.98,2025-06-08,2025-06-08,1,326,At Risk
C11366,19.99,2025-04-21,2025-04-21,1,374,At Risk
C11391,239.96,2025-06-28,2025-06-28,1,306,At Risk
C11422,34.99,2025-07-07,2025-07-07,1,297,At Risk
C11431,49.99,2025-07-12,2025-07-12,1,292,At Risk
C11440,99.98,2025-07-06,2025-07-06,1,298,At Risk
C11441,89.99,2026-02-18,2026-02-18,1,71,New
C11442,149.97,2025-11-27,2025-11-27,1,154,At Risk
C11447,99.98,2025-06-02,2025-06-02,1,332,At Risk
C11459,34.99,2025-05-17,2025-05-17,1,348,At Risk
C11464,69.98,2025-08-26,2025-08-26,1,247,At Risk
C11470,149.97,2025-01-24,2025-01-24,1,461,At Risk
C11487,59.98,2025-02-21,2025-02-21,1,433,At Risk
C11493,59.99,2026-02-24,2026-02-24,1,65,New
C11499,39.98,2026-03-20,2026-03-20,1,41,New
C11506,179.97,2026-04-26,2026-04-26,1,4,Loyal
C11518,79.96,2025-07-07,2025-07-07,1,297,At Risk
C11519,34.99,2026-04-26,2026-04-26,1,4,New
C11522,269.97,2025-07-13,2025-07-13,1,291,At Risk
C11526,119.98,2025-07-12,2025-07-12,1,292,At Risk
C11528,29.99,2025-12-28,2025-12-28,1,123,At Risk
C11529,29.99,2025-12-07,2025-12-07,1,144,At Risk
C11531,29.99,2025-06-10,2025-06-10,1,324,At Risk
C11544,149.97,2025-01-18,2025-01-18,1,467,At Risk
C11545,179.98,2025-11-15,2025-11-15,1,166,At Risk
C11554,89.99,2025-07-15,2025-07-15,1,289,At Risk
C11561,29.99,2025-03-06,2025-03-06,1,420,At Risk
C11567,39.98,2026-01-05,2026-01-05,1,115,New
C11569,39.98,2025-02-17,2025-02-17,1,437,At Risk
C11581,59.99,2025-07-27,2025-07-27,1,277,At Risk
C11584,449.95,2025-05-14,2025-05-14,1,351,At Risk
C11587,169.95000000000002,2025-10-28,2026-03-05,2,56,Loyal
C11596,34.99,2025-11-06,2025-11-06,1,175,At Risk
C11598,239.96,2025-11-06,2025-11-06,1,175,At Risk
C11599,119.94999999999999,2025-09-09,2025-10-02,2,210,At Risk
C11600,59.98,2025-06-26,2025-06-26,1,308,At Risk
C11605,239.96,2025-12-15,2025-12-15,1,136,At Risk
C11616,59.97,2025-03-02,2025-03-02,1,424,At Risk
C11620,99.98,2026-01-18,2026-01-18,1,102,New
C11622,19.99,2025-11-23,2025-11-23,1,158,At Risk
C11632,299.95,2026-03-21,2026-03-21,1,40,Loyal
C11649,359.96,2025-12-23,2025-12-23,1,128,At Risk
C11651,59.99,2025-08-10,2025-08-10,1,263,At Risk
C11660,34.99,2025-09-06,2025-09-06,1,236,At Risk
C11688,29.99,2026-01-30,2026-01-30,1,90,New
C11704,139.96,2026-04-10,2026-04-10,1,20,New
C11713,34.99,2025-06-15,2025-06-15,1,319,At Risk
C11719,19.99,2025-02-08,2025-02-08,1,446,At Risk
C11726,179.97,2026-03-21,2026-03-21,1,40,Loyal
C11746,104.97,2025-02-16,2025-02-16,1,438,At Risk
C11785,149.97,2026-02-23,2026-02-23,1,66,New
C11794,29.99,2025-08-31,2025-08-31,1,242,At Risk
C11822,29.99,2026-04-23,2026-04-23,1,7,New
C11830,49.99,2025-11-07,2025-11-07,1,174,At Risk
C11851,49.99,2025-06-15,2025-06-15,1,319,At Risk
C11872,19.99,2025-06-19,2025-06-19,1,315,At Risk
C11874,29.99,2025-04-23,2025-04-23,1,372,At Risk
C11890,89.99,2025-08-25,2025-08-25,1,248,At Risk
C11911,19.99,2026-02-19,2026-02-19,1,70,New
C11913,104.97,2025-01-26,2025-01-26,1,459,At Risk
C11917,99.98,2025-01-06,2025-01-06,1,479,At Risk
C11920,29.99,2026-04-15,2026-04-15,1,15,New
C11925,19.99,2026-03-19,2026-03-19,1,42,New
C11932,89.99,2025-12-22,2025-12-22,1,129,At Risk
C11937,179.97,2025-11-25,2025-11-25,1,156,At Risk
C11953,49.99,2025-03-08,2025-03-08,1,418,At Risk
C11965,39.98,2025-11-05,2025-11-05,1,176,At Risk
C11974,49.99,2025-07-04,2025-07-04,1,300,At Risk
C12001,19.99,2025-05-13,2025-05-13,1,352,At Risk
C12013,59.98,2026-03-09,2026-03-09,1,52,New
C12039,89.99,2025-01-27,2025-01-27,1,458,At Risk
C12060,119.98,2025-08-16,2025-08-16,1,257,At Risk
C12068,49.99,2026-04-03,2026-04-03,1,27,New
C12071,29.99,2025-03-23,2025-03-23,1,403,At Risk
C12101,69.98,2025-01-12,2025-01-12,1,473,At Risk
C12102,49.99,2025-04-26,2025-04-26,1,369,At Risk
C12105,94.98,2025-03-23,2025-05-24,2,341,At Risk
C12106,319.96000000000004,2025-10-13,2026-04-22,2,8,Loyal
C12107,69.98,2026-01-04,2026-01-04,1,116,New
C12119,34.99,2026-03-15,2026-03-15,1,46,New
C12121,39.98,2026-01-29,2026-01-29,1,91,New
C12132,34.99,2025-10-08,2025-10-08,1,204,At Risk
C12140,179.97,2025-07-04,2025-07-04,1,300,At Risk
C12142,29.99,2025-07-24,2025-07-24,1,280,At Risk
C12149,59.98,2025-03-28,2025-03-28,1,398,At Risk
C12152,89.99,2025-05-20,2025-05-20,1,345,At Risk
C12155,89.97,2025-05-02,2025-05-02,1,363,At Risk
C12161,59.99,2025-09-24,2025-09-24,1,218,At Risk
C12167,89.97,2025-03-19,2025-03-19,1,407,At Risk
C12180,89.99,2026-01-11,2026-01-11,1,109,New
C12181,49.99,2025-09-23,2025-09-23,1,219,At Risk
C12185,119.98,2025-08-17,2025-08-17,1,256,At Risk
C12191,59.99,2026-03-28,2026-03-28,1,33,New
C12196,19.99,2025-09-02,2025-09-02,1,240,At Risk
C12201,34.99,2026-01-24,2026-01-24,1,96,New
C12204,99.98,2025-12-18,2025-12-18,1,133,At Risk
C12210,39.98,2025-10-20,2025-10-20,1,192,At Risk
C12234,29.99,2025-08-09,2025-08-09,1,264,At Risk
C12239,119.98,2025-03-05,2025-03-05,1,421,At Risk
C12253,29.99,2025-11-04,2025-11-04,1,177,At Risk
C12259,79.96,2025-12-10,2025-12-10,1,141,At Risk
C12263,19.99,2025-07-06,2025-07-06,1,298,At Risk
C12270,299.96,2026-01-22,2026-03-03,2,58,Loyal
C12274,449.95,2026-04-25,2026-04-25,1,5,Loyal
C12283,89.99,2025-05-14,2025-05-14,1,351,At Risk
C12296,34.99,2025-06-16,2025-06-16,1,318,At Risk
C12302,199.95000000000002,2025-05-26,2025-08-30,2,243,At Risk
C12331,34.99,2025-08-22,2025-08-22,1,251,At Risk
C12332,19.99,2025-01-07,2025-01-07,1,478,At Risk
C12340,119.98,2025-09-28,2025-09-28,1,214,At Risk
C12354,239.96,2026-04-19,2026-04-19,1,11,Loyal
C12373,49.99,2025-08-11,2025-08-11,1,262,At Risk
C12377,179.97,2026-03-23,2026-03-23,1,38,Loyal
C12383,19.99,2025-08-21,2025-08-21,1,252,At Risk
C12385,59.99,2025-10-30,2025-10-30,1,182,At Risk
C12391,179.97,2026-02-24,2026-02-24,1,65,New
C12422,89.97,2026-02-17,2026-02-17,1,72,New
C12424,179.97,2025-09-19,2025-09-19,1,223,At Risk
C12430,179.97,2025-03-04,2025-03-04,1,422,At Risk
C12437,89.97,2026-01-22,2026-01-22,1,98,New
C12438,269.97,2025-05-07,2025-05-07,1,358,At Risk
C12440,69.98,2025-01-25,2025-01-25,1,460,At Risk
C12444,199.96,2025-07-01,2025-07-01,1,303,At Risk
C12452,389.95000000000005,2025-11-19,2025-12-11,2,140,At Risk
C12458,359.96,2025-08-15,2025-08-15,1,258,At Risk
C12485,49.99,2025-09-21,2025-09-21,1,221,At Risk
C12489,329.96000000000004,2025-01-21,2026-01-19,2,101,Potential
C12536,119.98,2025-10-24,2025-10-24,1,188,At Risk
C12538,179.98,2025-09-25,2025-09-25,1,217,At Risk
C12547,34.99,2026-01-04,2026-01-04,1,116,New
C12548,89.99,2026-03-24,2026-03-24,1,37,New
C12560,89.99,2025-10-13,2025-10-13,1,199,At Risk
C12567,89.99,2025-07-02,2025-07-02,1,302,At Risk
C12569,89.99,2025-04-10,2025-04-10,1,385,At Risk
C12572,39.98,2025-12-11,2025-12-11,1,140,At Risk
C12574,34.99,2025-04-09,2025-04-09,1,386,At Risk
C12578,34.99,2025-02-03,2025-02-03,1,451,At Risk
C12582,69.98,2025-12-31,2025-12-31,1,120,New
C12585,49.99,2026-02-18,2026-02-18,1,71,New
C12587,19.99,2025-07-30,2025-07-30,1,274,At Risk
C12588,29.99,2025-09-29,2025-09-29,1,213,At Risk
C12593,69.98,2025-04-24,2025-04-24,1,371,At Risk
C12603,89.99,2025-08-12,2025-08-12,1,261,At Risk
C12609,34.99,2025-04-19,2025-04-19,1,376,At Risk
C12617,69.98,2025-08-26,2025-08-26,1,247,At Risk
C12620,19.99,2025-05-01,2025-05-01,1,364,At Risk
C12626,179.98,2025-09-03,2025-09-03,1,239,At Risk
C12642,69.98,2025-05-05,2025-05-05,1,360,At Risk
C12649,34.99,2026-03-15,2026-03-15,1,46,New
C12652,99.97,2025-03-01,2025-04-04,2,391,At Risk
C12664,29.99,2025-09-10,2025-09-10,1,232,At Risk
C12666,109.96000000000001,2025-05-20,2026-03-25,2,36,Potential
C12670,59.99,2025-07-14,2025-07-14,1,290,At Risk
C12699,69.98,2025-02-08,2025-02-08,1,446,At Risk
C12709,104.97,2026-04-11,2026-04-11,1,19,New
C12711,19.99,2025-09-19,2025-09-19,1,223,At Risk
C12721,139.96,2026-04-14,2026-04-14,1,16,New
C12728,99.98,2025-09-16,2025-09-16,1,226,At Risk
C12732,99.95,2025-08-03,2025-08-03,1,270,At Risk
C12741,179.98,2025-07-06,2025-07-06,1,298,At Risk
C12746,59.99,2025-09-25,2025-09-25,1,217,At Risk
C12762,89.99,2025-08-01,2025-08-01,1,272,At Risk
C12764,89.97,2025-06-19,2025-06-19,1,315,At Risk
C12785,179.97,2025-11-15,2025-11-15,1,166,At Risk
C12801,179.97,2025-05-26,2025-05-26,1,339,At Risk
C12816,59.99,2025-08-16,2025-08-16,1,257,At Risk
C12818,19.99,2025-01-27,2025-01-27,1,458,At Risk
C12819,29.99,2026-01-13,2026-01-13,1,107,New
C12820,239.96,2026-01-16,2026-01-16,1,104,New
C12825,49.99,2025-06-27,2025-06-27,1,307,At Risk
C12827,69.98,2026-01-17,2026-01-17,1,103,New
C12828,34.99,2025-09-23,2025-09-23,1,219,At Risk
C12837,59.98,2026-01-20,2026-01-20,1,100,New
C12842,49.99,2025-07-08,2025-07-08,1,296,At Risk
C12852,59.99,2026-02-19,2026-02-19,1,70,New
C12856,89.97,2025-09-30,2025-09-30,1,212,At Risk
C12860,244.93,2025-02-24,2025-10-18,2,194,At Risk
C12869,59.99,2026-02-20,2026-02-20,1,69,New
C12872,104.97,2025-06-27,2025-06-27,1,307,At Risk
C12875,469.94,2025-02-01,2026-03-20,2,41,Loyal
C12881,99.98,2025-06-08,2025-06-08,1,326,At Risk
C12889,39.98,2026-03-24,2026-03-24,1,37,New
C12899,39.98,2025-06-30,2025-06-30,1,304,At Risk
C12922,89.97,2025-11-10,2025-12-11,2,140,At Risk
C12956,89.99,2026-01-23,2026-01-23,1,97,New
C12960,119.98,2025-08-14,2025-08-14,1,259,At Risk
C12970,79.96,2025-01-07,2025-01-07,1,478,At Risk
C12973,59.99,2025-09-14,2025-09-14,1,228,At Risk
C13001,29.99,2026-04-01,2026-04-01,1,29,New
C13002,59.98,2025-10-11,2025-10-11,1,201,At Risk
C13003,19.99,2025-10-12,2025-10-12,1,200,At Risk
C13006,179.97,2025-01-04,2025-01-04,1,481,At Risk
C13009,99.98,2025-01-08,2025-01-08,1,477,At Risk
C13010,19.99,2025-11-28,2025-11-28,1,153,At Risk
C13018,59.99,2025-02-16,2025-02-16,1,438,At Risk
C13022,34.99,2025-10-30,2025-10-30,1,182,At Risk
C13023,59.99,2025-11-10,2025-11-10,1,171,At Risk
C13036,49.99,2025-04-01,2025-04-01,1,394,At Risk
C13054,199.96,2026-02-28,2026-02-28,1,61,New
C13078,119.98,2025-07-02,2025-07-02,1,302,At Risk
C13088,39.98,2025-08-17,2025-08-17,1,256,At Risk
C13094,269.97,2025-02-18,2025-02-18,1,436,At Risk
C13099,179.98,2025-09-04,2025-09-04,1,238,At Risk
C13108,29.99,2025-07-10,2025-07-10,1,294,At Risk
C13140,39.98,2025-01-18,2025-01-18,1,467,At Risk
C13143,34.99,2025-01-13,2025-01-13,1,472,At Risk
C13158,59.97,2026-01-13,2026-01-13,1,107,New
C13172,29.99,2025-04-27,2025-04-27,1,368,At Risk
C13185,104.97,2026-03-16,2026-03-16,1,45,New
C13193,149.97,2025-12-27,2025-12-27,1,124,At Risk
C13202,19.99,2026-03-01,2026-03-01,1,60,New
C13214,149.95,2025-12-05,2025-12-05,1,146,At Risk
C13215,34.99,2025-01-18,2025-01-18,1,467,At Risk
C13234,119.98,2026-04-24,2026-04-24,1,6,New
C13239,139.96,2025-05-29,2025-12-22,2,129,At Risk
C13240,269.97,2025-05-18,2025-05-18,1,347,At Risk
C13250,89.99,2025-09-23,2025-09-23,1,219,At Risk
C13255,324.9,2025-12-18,2026-02-12,2,77,Potential
C13269,39.98,2025-06-11,2025-06-11,1,323,At Risk
C13275,19.99,2026-02-19,2026-02-19,1,70,New
C13281,119.96,2026-04-16,2026-04-16,1,14,New
C13282,99.98,2025-04-20,2025-04-20,1,375,At Risk
C13295,104.97,2026-02-16,2026-02-16,1,73,New
C13316,299.95,2025-03-28,2025-03-28,1,398,At Risk
C13330,179.98,2025-10-30,2025-10-30,1,182,At Risk
C13343,49.99,2025-07-12,2025-07-12,1,292,At Risk
C13367,34.99,2025-04-15,2025-04-15,1,380,At Risk
C13370,59.99,2026-01-08,2026-01-08,1,112,New
C13379,49.99,2026-03-07,2026-03-07,1,54,New
C13380,39.98,2025-07-20,2025-07-20,1,284,At Risk
C13391,29.99,2026-04-24,2026-04-24,1,6,New
C13422,29.99,2025-03-02,2025-03-02,1,424,At Risk
C13437,39.98,2026-03-02,2026-03-02,1,59,New
C13473,99.98,2025-09-06,2025-11-18,2,163,At Risk
C13475,89.99,2026-03-18,2026-03-18,1,43,New
C13481,59.99,2025-02-21,2025-02-21,1,433,At Risk
C13485,119.98,2025-05-08,2025-08-10,2,263,At Risk
C13490,89.99,2025-09-14,2025-09-14,1,228,At Risk
C13512,119.98,2025-02-12,2025-02-12,1,442,At Risk
C13521,174.95,2026-03-30,2026-03-30,1,31,Loyal
C13527,179.98,2025-04-26,2025-04-26,1,369,At Risk
C13530,59.99,2026-04-29,2026-04-29,1,1,New
C13534,49.99,2025-07-03,2025-07-03,1,301,At Risk
C13555,19.99,2025-02-09,2025-02-09,1,445,At Risk
C13556,59.98,2025-10-02,2025-10-02,1,210,At Risk
C13591,89.99,2025-08-18,2025-08-18,1,255,At Risk
C13592,104.97,2025-11-13,2025-11-13,1,168,At Risk
C13597,104.97,2026-01-15,2026-01-15,1,105,New
C13600,29.99,2026-03-25,2026-03-25,1,36,New
C13612,99.98,2025-04-24,2025-04-24,1,371,At Risk
C13619,99.98,2025-08-25,2025-08-25,1,248,At Risk
C13622,139.96,2025-04-11,2025-04-11,1,384,At Risk
C13630,59.99,2025-04-29,2025-04-29,1,366,At Risk
C13639,89.99,2025-07-31,2025-07-31,1,273,At Risk
C13640,179.98,2025-12-01,2025-12-01,1,150,At Risk
C13651,59.99,2025-12-04,2025-12-04,1,147,At Risk
C13652,99.98,2025-04-02,2025-04-02,1,393,At Risk
C13660,119.98,2025-08-27,2025-08-27,1,246,At Risk
C13673,34.99,2025-06-15,2025-06-15,1,319,At Risk
C13678,49.99,2026-04-25,2026-04-25,1,5,New
C13684,49.99,2025-03-11,2025-03-11,1,415,At Risk
C13712,89.99,2025-03-03,2025-03-03,1,423,At Risk
C13715,29.99,2025-03-01,2025-03-01,1,425,At Risk
C13717,104.97,2025-03-28,2025-03-28,1,398,At Risk
C13729,119.98,2025-12-02,2025-12-02,1,149,At Risk
C13734,59.99,2025-03-25,2025-03-25,1,401,At Risk
C13743,49.99,2025-12-21,2025-12-21,1,130,At Risk
C13769,179.98,2025-07-04,2025-07-04,1,300,At Risk
C13772,19.99,2026-04-26,2026-04-26,1,4,New
C13779,34.99,2025-05-12,2025-05-12,1,353,At Risk
C13780,99.98,2025-05-18,2025-05-18,1,347,At Risk
C13785,289.95,2025-01-14,2025-12-02,2,149,At Risk
C13787,19.99,2025-12-29,2025-12-29,1,122,At Risk
C13799,59.98,2025-01-13,2025-01-13,1,472,At Risk
C13804,179.98,2026-04-05,2026-04-05,1,25,Loyal
C13807,19.99,2025-11-08,2025-11-08,1,173,At Risk
C13811,99.98,2026-01-08,2026-01-08,1,112,New
C13823,89.99,2025-04-01,2025-04-01,1,394,At Risk
C13854,19.99,2025-10-07,2025-10-07,1,205,At Risk
C13857,99.95,2025-05-03,2025-05-03,1,362,At Risk
C13858,49.99,2025-07-12,2025-07-12,1,292,At Risk
C13861,59.97,2025-06-24,2025-06-24,1,310,At Risk
C13862,59.99,2025-09-28,2025-09-28,1,214,At Risk
C13865,89.97,2026-03-25,2026-03-25,1,36,New
C13869,29.99,2026-03-19,2026-03-19,1,42,New
C13892,179.98,2025-11-14,2025-11-14,1,167,At Risk
C13894,179.97,2025-07-27,2025-07-27,1,277,At Risk
C13901,99.98,2025-01-19,2025-01-19,1,466,At Risk
C13928,359.96,2025-02-07,2025-02-07,1,447,At Risk
C13930,89.99,2026-01-16,2026-01-16,1,104,New
C13934,179.97,2025-03-28,2025-03-28,1,398,At Risk
C13942,179.97,2025-06-12,2025-06-12,1,322,At Risk
C13965,59.99,2026-02-01,2026-02-01,1,88,New
C13984,69.98,2026-04-17,2026-04-17,1,13,New
C13990,34.99,2026-03-18,2026-03-18,1,43,New
C13993,59.99,2026-04-14,2026-04-14,1,16,New
C13998,49.99,2025-10-08,2025-10-08,1,204,At Risk
C14001,59.97,2025-12-19,2025-12-19,1,132,At Risk
C14009,59.98,2025-08-04,2025-08-04,1,269,At Risk
C14011,39.98,2026-04-12,2026-04-12,1,18,New
C14034,59.99,2025-09-16,2025-09-16,1,226,At Risk
C14035,359.96,2025-07-09,2025-07-09,1,295,At Risk
C14037,39.98,2025-05-01,2025-05-01,1,364,At Risk
C14073,49.99,2026-02-11,2026-02-11,1,78,New
C14101,29.99,2025-07-14,2025-07-14,1,290,At Risk
C14106,59.98,2025-10-30,2025-10-30,1,182,At Risk
