customer_id,monetary,first_order,last_order,frequency,recency_days,segment
C10571,269.97,2025-06-29,2025-06-29,1,305,At Risk
C10572,29.99,2025-03-16,2025-03-16,1,410,At Risk
C10573,69.98,2025-08-26,2025-08-26,1,247,At Risk
C10576,39.98,2025-10-02,2025-10-02,1,210,At Risk
C10611,89.99,2025-08-17,2025-08-17,1,256,At Risk
C10616,34.99,2026-04-13,2026-04-13,1,17,New
C10634,49.99,2026-04-12,2026-04-12,1,18,New
C10635,204.94,2025-10-10,2026-02-21,2,68,Potential
C10636,99.98,2025-04-20,2025-04-20,1,375,At Risk
C10645,239.96,2025-12-21,2025-12-21,1,130,At Risk
C10658,199.96,2025-11-20,2025-11-20,1,161,At Risk
C10659,119.97,2025-05-07,2026-03-17,2,44,Potential
C10661,219.96,2025-08-02,2026-02-22,2,67,Potential
C10662,49.99,2025-10-09,2025-10-09,1,203,At Risk
C10663,199.96,2025-01-16,2025-01-16,1,469,At Risk
C10666,39.98,2025-03-06,2025-03-06,1,420,At Risk
C10682,89.99,2025-03-17,2025-03-17,1,409,At Risk
C10688,89.99,2025-02-16,2025-02-16,1,438,At Risk
C10696,34.99,2026-03-14,2026-03-14,1,47,New
C10720,179.98,2025-04-13,2025-04-13,1,382,At Risk
C10725,59.99,2026-03-05,2026-03-05,1,56,New
C10726,59.99,2025-04-05,2025-04-05,1,390,At Risk
C10734,34.99,2025-08-04,2025-08-04,1,269,At Risk
C10740,29.99,2025-04-02,2025-04-02,1,393,At Risk
C10776,449.95,2025-07-31,2025-07-31,1,273,At Risk
C10777,49.99,2026-02-27,2026-02-27,1,62,New
C10783,139.96,2025-05-30,2025-05-30,1,335,At Risk
C10793,104.97,2026-02-02,2026-02-02,1,87,New
C10798,59.99,2026-02-08,2026-02-08,1,81,New
C10806,269.97,2025-09-20,2025-09-20,1,222,At Risk
C10814,59.97,2026-01-31,2026-01-31,1,89,New
C10818,239.96,2025-02-07,2025-02-07,1,447,At Risk
C10846,99.98,2026-04-15,2026-04-15,1,15,New
C10847,34.99,2026-03-26,2026-03-26,1,35,New
C10851,119.98,2025-02-27,2025-02-27,1,427,At Risk
C10858,269.97,2026-02-18,2026-02-18,1,71,New
C10873,89.99,2025-08-12,2025-08-12,1,261,At Risk
C10874,39.98,2025-12-15,2025-12-15,1,136,At Risk
C10878,29.99,2025-12-10,2025-12-10,1,141,At Risk
C10879,179.98,2026-04-23,2026-04-23,1,7,Loyal
C10883,99.98,2025-12-05,2025-12-05,1,146,At Risk
C10887,59.98,2025-08-15,2025-08-15,1,258,At Risk
C10889,169.96,2025-10-27,2025-12-26,2,125,At Risk
C10894,179.98,2025-04-11,2025-04-11,1,384,At Risk
C10897,19.99,2025-11-25,2025-11-25,1,156,At Risk
C10898,199.96,2025-10-12,2025-10-12,1,200,At Risk
C10901,99.98,2025-02-16,2025-02-16,1,438,At Risk
C10903,39.98,2025-12-04,2025-12-04,1,147,At Risk
C10919,59.99,2026-02-02,2026-02-02,1,87,New
C10920,59.97,2025-01-14,2025-01-14,1,471,At Risk
C10921,119.96,2025-09-03,2025-09-03,1,239,At Risk
C10952,139.96,2025-04-21,2025-04-21,1,374,At Risk
C10954,89.99,2025-02-09,2025-02-09,1,445,At Risk
C10957,149.97,2025-07-29,2025-07-29,1,275,At Risk
C10960,89.99,2026-04-16,2026-04-16,1,14,New
C11003,29.99,2025-06-19,2025-06-19,1,315,At Risk
C11017,179.98,2026-02-23,2026-03-15,2,46,Loyal
C11023,39.98,2025-11-28,2025-11-28,1,153,At Risk
C11059,179.98,2026-04-07,2026-04-07,1,23,Loyal
C11061,29.99,2026-03-09,2026-03-09,1,52,New
C11070,34.99,2025-01-06,2025-01-06,1,479,At Risk
C11075,104.97,2025-07-11,2025-07-11,1,293,At Risk
C11080,59.98,2026-03-01,2026-03-01,1,60,New
C11082,29.99,2025-05-29,2025-05-29,1,336,At Risk
C11088,359.96,2026-01-26,2026-01-26,1,94,New
C11091,599.92,2025-03-06,2025-11-26,2,155,At Risk
C11095,29.99,2025-05-04,2025-05-04,1,361,At Risk
C11104,59.99,2025-03-11,2025-03-11,1,415,At Risk
C11123,34.99,2025-06-11,2025-06-11,1,323,At Risk
C11128,89.99,2025-07-07,2025-07-07,1,297,At Risk
C11129,49.99,2025-05-15,2025-05-15,1,350,At Risk
C11148,59.99,2025-04-25,2025-04-25,1,370,At Risk
C11149,149.97,2025-12-01,2025-12-01,1,150,At Risk
C11151,59.98,2025-04-12,2025-04-12,1,383,At Risk
C11154,269.97,2025-04-23,2025-04-23,1,372,At Risk
C11166,104.97,2025-10-01,2025-10-01,1,211,At Risk
C11172,39.98,2025-08-29,2025-08-29,1,244,At Risk
C11175,49.99,2026-01-30,2026-01-30,1,90,New
C11183,34.99,2026-04-17,2026-04-17,1,13,New
C11195,59.99,2026-02-16,2026-02-16,1,73,New
C11197,49.99,2025-11-12,2025-11-12,1,169,At Risk
C11219,119.96,2026-02-24,2026-02-24,1,65,New
C11234,59.98,2025-11-20,2025-11-20,1,161,At Risk
C11236,99.98,2025-02-03,2025-02-03,1,451,At Risk
C11239,89.99,2026-04-08,2026-04-08,1,22,New
C11240,59.99,2026-03-17,2026-03-17,1,44,New
C11250,49.99,2025-05-28,2025-05-28,1,337,At Risk
C11259,29.99,2025-10-20,2025-10-20,1,192,At Risk
C11264,69.98,2025-07-04,2025-07-04,1,300,At Risk
C11270,39.98,2025-05-05,2025-05-05,1,360,At Risk
C11288,29.99,2025-05-27,2025-05-27,1,338,At Risk
C11298,359.96,2026-01-18,2026-01-18,1,102,New
C11303,89.99,2025-09-01,2025-09-01,1,241,At Risk
C11304,59.99,2025-04-29,2025-04-29,1,366,At Risk
C11306,99.98,2025-12-08,2025-12-08,1,143,At Risk
C11308,314.90999999999997,2025-06-22,2025-10-17,3,195,At Risk
C11319,104.97,2025-08-15,2025-08-15,1,258,At Risk
C11324,34.99,2025-03-19,2025-03-19,1,407,At Risk
C11325,99.98,2026-02-14,2026-02-14,1,75,New
C11330,39.98,2025-06-28,2025-06-28,1,306,At Risk
C11338,89.99,2026-02-24,2026-02-24,1,65,New
C11339,34.99,2025-09-17,2025-09-17,1,225,At Risk
C11341,174.95,2025-08-11,2025-08-11,1,262,At Risk
C11347,49.99,2025-06-26,2025-06-26,1,308,At Risk
C11352,359.96000000000004,2025-08-20,2026-02-06,2,83,Potential
C11363,29.99,2025-11-09,2025-11-09,1,172,At Risk
C11394,119.96,2025-06-13,2025-06-13,1,321,At Risk
C11425,49.99,2025-05-04,2025-05-04,1,361,At Risk
C11434,179.98,2025-09-23,2025-09-23,1,219,At Risk
C11452,179.97,2025-06-05,2025-06-05,1,329,At Risk
C11477,119.96000000000001,2025-04-21,2025-10-09,2,203,At Risk
C11504,34.99,2025-09-04,2025-09-04,1,238,At Risk
C11511,199.96,2025-08-20,2025-08-20,1,253,At Risk
C11516,49.99,2026-02-02,2026-02-02,1,87,New
C11521,59.99,2025-11-27,2025-11-27,1,154,At Risk
C11544,19.99,2025-08-16,2025-08-16,1,257,At Risk
C11553,179.97,2025-06-21,2025-06-21,1,313,At Risk
C11558,19.99,2025-01-08,2025-01-08,1,477,At Risk
C11574,149.97,2025-11-15,2025-11-15,1,166,At Risk
C11596,89.99,2025-11-24,2025-11-24,1,157,At Risk
C11598,169.96,2025-05-03,2025-10-13,2,199,At Risk
C11600,89.99,2025-12-13,2025-12-13,1,138,At Risk
C11615,149.97,2025-09-14,2025-09-14,1,228,At Risk
C11616,69.98,2025-01-20,2025-01-20,1,465,At Risk
C11621,269.97,2025-10-04,2025-10-04,1,208,At Risk
C11629,199.96,2025-09-04,2025-09-04,1,238,At Risk
C11646,59.99,2025-02-27,2025-02-27,1,427,At Risk
C11655,19.99,2026-02-14,2026-02-14,1,75,New
C11659,239.96,2025-12-10,2025-12-10,1,141,At Risk
C11665,209.94,2025-10-03,2026-01-14,2,106,Potential
C11672,49.99,2025-10-04,2025-10-04,1,208,At Risk
C11685,89.99,2026-03-02,2026-03-02,1,59,New
C11688,29.99,2025-07-07,2025-07-07,1,297,At Risk
C11699,119.96,2025-11-21,2025-11-21,1,160,At Risk
C11702,29.99,2025-07-26,2025-07-26,1,278,At Risk
C11718,19.99,2025-12-12,2025-12-12,1,139,At Risk
C11727,59.97,2025-10-18,2025-10-18,1,194,At Risk
C11734,39.98,2025-02-09,2025-02-09,1,445,At Risk
C11740,29.99,2025-07-24,2025-07-24,1,280,At Risk
C11742,39.98,2025-01-25,2025-01-25,1,460,At Risk
C11750,59.99,2026-04-26,2026-04-26,1,4,New
C11761,69.98,2025-01-24,2025-01-24,1,461,At Risk
C11772,34.99,2025-12-25,2025-12-25,1,126,At Risk
C11775,59.98,2025-12-14,2025-12-14,1,137,At Risk
C11801,19.99,2025-01-19,2025-01-19,1,466,At Risk
C11814,104.97,2025-02-16,2025-02-16,1,438,At Risk
C11825,249.95,2025-05-20,2025-05-20,1,345,At Risk
C11826,29.99,2025-08-12,2025-08-12,1,261,At Risk
C11831,104.97,2025-08-31,2025-08-31,1,242,At Risk
C11840,59.99,2025-02-20,2025-02-20,1,434,At Risk
C11847,359.96,2025-02-15,2025-02-15,1,439,At Risk
C11867,104.97,2025-08-25,2025-08-25,1,248,At Risk
C11871,99.98,2025-06-23,2025-06-23,1,311,At Risk
C11920,269.97,2025-04-06,2025-04-06,1,389,At Risk
C11944,49.99,2025-07-23,2025-07-23,1,281,At Risk
C11948,104.97,2025-02-10,2025-02-10,1,444,At Risk
C11962,99.98,2025-06-21,2025-06-21,1,313,At Risk
C11979,179.97,2025-11-25,2025-11-25,1,156,At Risk
C11984,99.98,2026-03-02,2026-03-02,1,59,New
C12006,34.99,2026-04-24,2026-04-24,1,6,New
C12011,59.99,2025-07-25,2025-07-25,1,279,At Risk
C12015,179.98,2025-12-18,2025-12-18,1,133,At Risk
C12022,34.99,2026-04-06,2026-04-06,1,24,New
C12023,59.98,2025-10-24,2025-10-24,1,188,At Risk
C12030,34.99,2025-06-15,2025-06-15,1,319,At Risk
C12039,59.97,2025-04-21,2025-04-21,1,374,At Risk
C12053,59.99,2026-02-15,2026-02-15,1,74,New
C12057,59.97,2025-09-11,2025-09-11,1,231,At Risk
C12076,59.99,2025-01-02,2025-01-02,1,483,At Risk
C12092,229.94,2025-05-02,2025-12-28,3,123,At Risk
C12094,29.99,2026-01-22,2026-01-22,1,98,New
C12106,149.97,2025-12-27,2025-12-27,1,124,At Risk
C12111,49.99,2026-04-08,2026-04-08,1,22,New
C12113,59.98,2026-03-22,2026-03-22,1,39,New
C12122,34.99,2026-02-19,2026-02-19,1,70,New
C12127,49.99,2025-07-26,2025-07-26,1,278,At Risk
C12141,269.97,2025-03-06,2025-03-06,1,420,At Risk
C12154,299.95,2025-03-05,2025-03-05,1,421,At Risk
C12156,19.99,2025-01-01,2025-01-01,1,484,At Risk
C12162,59.97,2025-09-19,2025-09-19,1,223,At Risk
C12171,149.97,2025-03-25,2025-03-25,1,401,At Risk
C12173,104.97,2025-04-06,2025-04-06,1,389,At Risk
C12174,139.96,2025-10-06,2025-10-06,1,206,At Risk
C12184,59.98,2025-03-14,2025-03-14,1,412,At Risk
C12191,359.96,2025-08-21,2025-08-21,1,252,At Risk
C12217,59.98,2025-05-24,2025-05-24,1,341,At Risk
C12218,119.96,2025-06-29,2025-06-29,1,305,At Risk
C12227,89.99,2025-06-22,2025-06-22,1,312,At Risk
C12234,59.97,2026-02-05,2026-02-05,1,84,New
C12241,89.99,2025-04-26,2025-04-26,1,369,At Risk
C12248,139.96,2026-01-01,2026-01-01,1,119,New
C12252,34.99,2025-07-28,2025-07-28,1,276,At Risk
C12253,59.97,2025-09-29,2025-09-29,1,213,At Risk
C12263,359.96,2025-11-06,2025-11-06,1,175,At Risk
C12271,149.95,2025-04-27,2025-04-27,1,368,At Risk
C12273,49.99,2026-02-01,2026-02-01,1,88,New
C12313,29.99,2025-07-16,2025-07-16,1,288,At Risk
C12331,119.96,2025-03-04,2025-03-04,1,422,At Risk
C12336,29.99,2025-09-20,2025-09-20,1,222,At Risk
C12341,59.98,2025-10-13,2025-10-13,1,199,At Risk
C12346,239.95999999999998,2025-04-15,2025-06-01,2,333,At Risk
C12352,59.99,2025-09-21,2025-09-21,1,221,At Risk
C12355,59.98,2026-01-19,2026-01-19,1,101,New
C12359,59.99,2026-04-15,2026-04-15,1,15,New
C12382,89.97,2025-07-29,2025-07-29,1,275,At Risk
C12400,109.98,2026-01-18,2026-04-16,2,14,Potential
C12418,59.99,2025-11-14,2025-11-14,1,167,At Risk
C12421,119.98,2025-10-02,2025-10-02,1,210,At Risk
C12426,39.98,2025-08-10,2025-08-10,1,263,At Risk
C12444,89.99,2026-01-17,2026-01-17,1,103,New
C12450,89.99,2025-08-09,2025-08-09,1,264,At Risk
C12476,34.99,2026-02-27,2026-02-27,1,62,New
C12484,89.97,2025-11-05,2025-11-05,1,176,At Risk
C12488,284.94,2025-07-05,2025-08-23,2,250,At Risk
C12500,139.96,2026-03-09,2026-04-16,2,14,Potential
C12513,59.99,2026-03-16,2026-03-16,1,45,New
C12514,19.99,2026-02-10,2026-02-10,1,79,New
C12522,34.99,2025-07-23,2025-07-23,1,281,At Risk
C12525,79.96,2025-05-24,2025-05-24,1,341,At Risk
C12526,89.97,2025-10-01,2025-10-01,1,211,At Risk
C12530,29.99,2026-02-18,2026-02-18,1,71,New
C12536,69.98,2025-11-08,2025-11-08,1,173,At Risk
C12542,59.97,2025-06-12,2025-06-12,1,322,At Risk
C12546,29.99,2025-02-24,2025-02-24,1,430,At Risk
C12556,199.96,2025-11-07,2025-11-07,1,174,At Risk
C12558,29.99,2025-07-22,2025-07-22,1,282,At Risk
C12566,119.98,2025-12-17,2025-12-17,1,134,At Risk
C12584,59.99,2025-05-08,2025-05-08,1,357,At Risk
C12603,19.99,2025-12-18,2025-12-18,1,133,At Risk
C12609,449.95,2025-04-01,2025-04-01,1,394,At Risk
C12614,69.98,2025-06-15,2025-06-15,1,319,At Risk
C12620,199.96,2026-04-27,2026-04-27,1,3,Loyal
C12628,59.99,2025-07-25,2025-07-25,1,279,At Risk
C12655,49.99,2025-06-27,2025-06-27,1,307,At Risk
C12656,239.96,2025-11-03,2025-11-03,1,178,At Risk
C12661,89.99,2026-04-06,2026-04-06,1,24,New
C12663,119.98,2025-06-22,2025-06-22,1,312,At Risk
C12671,29.99,2025-01-17,2025-01-17,1,468,At Risk
C12681,64.98,2025-12-16,2026-03-26,2,35,Potential
C12684,139.96,2025-09-30,2025-09-30,1,212,At Risk
C12685,29.99,2025-08-11,2025-08-11,1,262,At Risk
C12693,179.97,2025-10-07,2025-10-07,1,205,At Risk
C12705,99.98,2026-01-17,2026-01-17,1,103,New
C12708,34.99,2025-06-09,2025-06-09,1,325,At Risk
C12710,299.95,2025-02-17,2025-02-17,1,437,At Risk
C12728,29.99,2026-02-20,2026-02-20,1,69,New
C12730,59.98,2025-09-28,2025-09-28,1,214,At Risk
C12736,29.99,2025-08-10,2025-08-10,1,263,At Risk
C12738,139.96,2025-04-27,2025-04-27,1,368,At Risk
C12741,249.95,2026-03-02,2026-03-02,1,59,Loyal
C12747,104.97,2025-03-13,2025-03-13,1,413,At Risk
C12756,49.99,2025-08-10,2025-08-10,1,263,At Risk
C12758,89.97,2026-01-20,2026-01-20,1,100,New
C12759,59.99,2025-12-16,2025-12-16,1,135,At Risk
C12760,59.99,2026-04-06,2026-04-06,1,24,New
C12763,109.97,2025-05-19,2025-08-10,2,263,At Risk
C12769,79.98,2025-12-28,2026-03-03,2,58,Potential
C12777,59.99,2025-11-25,2025-11-25,1,156,At Risk
C12778,29.99,2025-06-08,2025-06-08,1,326,At Risk
C12784,199.96,2025-10-06,2025-10-06,1,206,At Risk
C12800,49.99,2026-01-09,2026-01-09,1,111,New
C12833,179.98,2025-02-28,2025-02-28,1,426,At Risk
C12842,89.99,2025-04-26,2025-04-26,1,369,At Risk
C12845,34.99,2025-03-09,2025-03-09,1,417,At Risk
C12863,99.95,2025-12-12,2025-12-12,1,139,At Risk
C12866,39.98,2025-12-21,2025-12-21,1,130,At Risk
C12872,104.97,2025-06-11,2025-06-11,1,323,At Risk
C12886,39.98,2026-04-29,2026-04-29,1,1,New
C12887,39.98,2026-04-20,2026-04-20,1,10,New
C12906,29.99,2026-03-31,2026-03-31,1,30,New
C12917,29.99,2025-12-08,2025-12-08,1,143,At Risk
C12950,19.99,2025-08-25,2025-08-25,1,248,At Risk
C12984,299.95,2025-04-12,2025-04-12,1,383,At Risk
C12994,59.99,2026-01-31,2026-01-31,1,89,New
C12995,89.99,2025-02-16,2025-02-16,1,438,At Risk
C12996,29.99,2025-06-22,2025-06-22,1,312,At Risk
C13027,119.98,2025-01-19,2025-01-19,1,466,At Risk
C13033,49.99,2025-08-31,2025-08-31,1,242,At Risk
C13039,59.99,2025-10-20,2025-10-20,1,192,At Risk
C13041,49.99,2025-05-27,2025-05-27,1,338,At Risk
C13048,99.98,2025-06-03,2025-06-03,1,331,At Risk
C13051,104.97,2025-09-01,2025-09-01,1,241,At Risk
C13065,19.99,2025-09-12,2025-09-12,1,230,At Risk
C13067,34.99,2026-04-04,2026-04-04,1,26,New
C13092,299.95,2025-01-14,2025-12-30,2,121,At Risk
C13098,104.97,2025-11-01,2025-11-01,1,180,At Risk
C13124,119.94,2025-02-01,2026-02-10,3,79,Potential
C13129,99.98,2025-04-24,2025-04-24,1,371,At Risk
C13141,34.99,2026-01-24,2026-01-24,1,96,New
C13148,139.95,2025-08-25,2025-10-08,2,204,At Risk
C13150,99.98,2025-08-07,2025-08-07,1,266,At Risk
C13151,179.97,2026-04-07,2026-04-07,1,23,Loyal
C13152,99.97,2025-10-04,2025-10-24,2,188,At Risk
C13167,34.99,2025-01-16,2025-01-16,1,469,At Risk
C13169,89.99,2025-08-20,2025-08-20,1,253,At Risk
C13170,34.99,2025-10-24,2025-10-24,1,188,At Risk
C13189,19.99,2026-02-21,2026-02-21,1,68,New
C13192,19.99,2025-05-15,2025-05-15,1,350,At Risk
C13200,59.99,2025-03-16,2025-03-16,1,410,At Risk
C13236,29.99,2025-10-30,2025-10-30,1,182,At Risk
C13239,34.99,2025-05-22,2025-05-22,1,343,At Risk
C13242,89.99,2025-01-04,2025-01-04,1,481,At Risk
C13253,19.99,2026-03-13,2026-03-13,1,48,New
C13267,29.99,2025-01-05,2025-01-05,1,480,At Risk
C13269,59.97,2025-06-09,2025-06-09,1,325,At Risk
C13287,89.99,2025-12-07,2025-12-07,1,144,At Risk
C13291,179.98,2025-12-01,2026-01-22,2,98,Potential
C13305,89.99,2026-04-11,2026-04-11,1,19,New
C13311,179.98,2025-07-26,2025-07-26,1,278,At Risk
C13315,19.99,2025-02-03,2025-02-03,1,451,At Risk
C13320,19.99,2025-03-14,2025-03-14,1,412,At Risk
C13329,29.99,2025-03-06,2025-03-06,1,420,At Risk
C13359,59.97,2026-03-03,2026-03-03,1,58,New
C13360,39.98,2025-07-03,2025-07-03,1,301,At Risk
C13380,59.97,2026-03-14,2026-03-14,1,47,New
C13446,139.96,2026-03-29,2026-03-29,1,32,New
C13454,49.99,2025-10-22,2025-10-22,1,190,At Risk
C13462,29.99,2026-02-19,2026-02-19,1,70,New
C13463,29.99,2025-04-10,2025-04-10,1,385,At Risk
C13469,29.99,2025-06-21,2025-06-21,1,313,At Risk
C13471,59.99,2025-07-05,2025-07-05,1,299,At Risk
C13473,69.98,2025-06-17,2025-06-17,1,317,At Risk
C13487,49.99,2025-01-16,2025-01-16,1,469,At Risk
C13506,119.98,2026-04-06,2026-04-06,1,24,New
C13519,89.97,2025-07-06,2025-07-06,1,298,At Risk
C13536,29.99,2025-11-15,2025-11-15,1,166,At Risk
C13537,29.99,2025-11-22,2025-11-22,1,159,At Risk
C13544,269.97,2025-03-29,2025-03-29,1,397,At Risk
C13546,119.98,2025-05-29,2025-05-29,1,336,At Risk
C13550,59.98,2025-01-19,2025-01-19,1,466,At Risk
C13575,59.99,2026-01-31,2026-01-31,1,89,New
C13585,179.98,2025-09-06,2025-09-06,1,236,At Risk
C13621,119.98,2025-08-15,2025-08-15,1,258,At Risk
C13627,59.99,2025-04-09,2025-04-09,1,386,At Risk
C13636,49.99,2025-01-02,2025-01-02,1,483,At Risk
C13645,149.97,2025-11-18,2025-11-18,1,163,At Risk
C13647,359.96,2026-01-26,2026-01-26,1,94,New
C13654,34.99,2025-04-11,2025-04-11,1,384,At Risk
C13663,79.96,2026-02-07,2026-02-07,1,82,New
C13664,89.99,2026-03-26,2026-03-26,1,35,New
C13670,179.98,2025-11-08,2025-11-08,1,173,At Risk
C13687,59.99,2026-03-24,2026-03-24,1,37,New
C13690,179.97,2025-11-16,2025-11-16,1,165,At Risk
C13694,34.99,2025-02-10,2025-02-10,1,444,At Risk
C13702,59.98,2025-02-08,2025-02-08,1,446,At Risk
C13725,59.99,2025-08-15,2025-08-15,1,258,At Risk
C13727,59.97,2026-04-14,2026-04-14,1,16,New
C13740,99.95,2025-10-14,2025-10-14,1,198,At Risk
C13743,119.96,2025-10-10,2025-10-10,1,202,At Risk
C13745,199.96,2025-07-19,2026-01-01,2,119,Potential
C13748,59.99,2025-05-30,2025-05-30,1,335,At Risk
C13777,89.99,2026-02-17,2026-02-17,1,72,New
C13780,99.95,2025-06-18,2025-06-18,1,316,At Risk
C13788,49.99,2025-03-26,2025-03-26,1,400,At Risk
C13792,89.99,2025-06-19,2025-06-19,1,315,At Risk
C13803,239.96,2026-03-27,2026-03-27,1,34,Loyal
C13809,149.95,2025-05-23,2025-05-23,1,342,At Risk
C13811,29.99,2025-12-23,2025-12-23,1,128,At Risk
C13813,49.99,2025-08-26,2025-08-26,1,247,At Risk
C13819,104.97,2025-04-18,2025-04-18,1,377,At Risk
C13822,149.97,2025-12-06,2025-12-06,1,145,At Risk
C13827,39.98,2026-02-15,2026-02-15,1,74,New
C13833,89.99,2025-05-18,2025-05-18,1,347,At Risk
C13845,89.97,2025-12-07,2025-12-07,1,144,At Risk
C13851,59.99,2025-12-08,2025-12-08,1,143,At Risk
C13859,59.99,2025-12-03,2025-12-03,1,148,At Risk
C13869,179.97,2025-11-13,2025-11-13,1,168,At Risk
C13872,89.99,2025-06-29,2025-06-29,1,305,At Risk
C13912,359.96,2026-04-13,2026-04-13,1,17,Loyal
C13917,179.97,2025-04-20,2025-04-20,1,375,At Risk
C13918,89.99,2025-04-12,2025-04-12,1,383,At Risk
C13939,34.99,2025-03-25,2025-03-25,1,401,At Risk
C13942,149.97,2025-08-11,2025-08-11,1,262,At Risk
C13946,69.98,2025-01-02,2025-01-02,1,483,At Risk
C13966,49.99,2025-05-13,2025-05-13,1,352,At Risk
C13984,69.98,2025-12-22,2025-12-22,1,129,At Risk
C14017,89.99,2025-01-17,2025-01-17,1,468,At Risk
C14018,119.98,2025-02-22,2025-02-22,1,432,At Risk
C14019,269.97,2025-03-03,2025-03-03,1,423,At Risk
C14043,164.94,2025-05-14,2026-03-11,3,50,Loyal
C14049,49.99,2025-04-11,2025-04-11,1,384,At Risk
C14070,49.99,2025-08-14,2025-08-14,1,259,At Risk
C14081,34.99,2025-06-14,2025-06-14,1,320,At Risk
C14083,149.97,2026-02-16,2026-02-16,1,73,New
C14088,59.99,2025-09-10,2025-09-10,1,232,At Risk
C14100,49.99,2026-01-16,2026-01-16,1,104,New
C14105,179.97,2025-09-19,2025-09-19,1,223,At Risk
C14106,119.97999999999999,2025-02-05,2025-05-22,2,343,At Risk
C14113,29.99,2025-04-17,2025-04-17,1,378,At Risk
C14115,49.99,2025-09-19,2025-09-19,1,223,At Risk
C14122,179.97,2025-01-26,2025-01-26,1,459,At Risk
C14124,49.99,2025-02-23,2025-02-23,1,431,At Risk
C14134,19.99,2025-09-11,2025-09-11,1,231,At Risk
C14150,29.99,2025-08-31,2025-08-31,1,242,At Risk
C14165,99.98,2025-04-08,2025-04-08,1,387,At Risk
C14167,59.99,2025-07-02,2025-07-02,1,302,At Risk
C14188,89.99,2026-03-21,2026-03-21,1,40,New
C14196,199.96,2026-01-10,2026-01-10,1,110,New
C14212,119.98,2025-08-26,2025-08-26,1,247,At Risk
C14218,59.98,2025-06-19,2025-06-19,1,315,At Risk
C14221,39.98,2025-07-24,2025-07-24,1,280,At Risk
