customer_id,monetary,first_order,last_order,frequency,recency_days,segment
C10890,29.99,2025-12-30,2025-12-30,1,121,At Risk
C10892,59.97,2026-01-20,2026-01-20,1,100,New
C10906,49.99,2025-04-27,2025-04-27,1,368,At Risk
C10912,89.97,2025-03-03,2025-03-03,1,423,At Risk
C10920,19.99,2025-06-28,2025-06-28,1,306,At Risk
C10930,149.97,2025-09-29,2025-09-29,1,213,At Risk
C10943,199.96,2025-05-19,2025-05-19,1,346,At Risk
C10945,119.96,2026-01-16,2026-01-16,1,104,New
C11014,149.97,2025-09-19,2025-09-19,1,223,At Risk
C11016,59.98,2026-04-30,2026-04-30,1,0,New
C11036,29.99,2025-09-23,2025-09-23,1,219,At Risk
C11045,29.99,2026-01-27,2026-01-27,1,93,New
C11060,34.99,2025-10-20,2025-10-20,1,192,At Risk
C11061,34.99,2026-02-09,2026-02-09,1,80,New
C11066,39.98,2026-02-27,2026-02-27,1,62,New
C11067,59.98,2025-05-13,2025-05-13,1,352,At Risk
C11076,179.98,2025-11-12,2025-11-12,1,169,At Risk
C11082,29.99,2025-05-02,2025-05-02,1,363,At Risk
C11083,99.98,2025-01-07,2025-01-07,1,478,At Risk
C11091,19.99,2025-09-04,2025-09-04,1,238,At Risk
C11097,29.99,2025-07-26,2025-07-26,1,278,At Risk
C11099,149.97,2025-07-25,2025-07-25,1,279,At Risk
C11100,159.97,2025-01-28,2026-01-22,2,98,Potential
C11101,59.99,2025-05-05,2025-05-05,1,360,At Risk
C11103,29.99,2025-02-14,2025-02-14,1,440,At Risk
C11113,19.99,2026-04-07,2026-04-07,1,23,New
C11132,39.98,2025-09-30,2025-09-30,1,212,At Risk
C11134,34.99,2025-03-21,2025-03-21,1,405,At Risk
C11141,34.99,2025-10-10,2025-10-10,1,202,At Risk
C11154,19.99,2026-03-27,2026-03-27,1,34,New
C11161,149.97,2025-08-12,2025-08-12,1,261,At Risk
C11173,34.99,2026-03-08,2026-03-08,1,53,New
C11178,179.98,2025-10-08,2025-10-08,1,204,At Risk
C11183,59.98,2025-03-02,2025-03-02,1,424,At Risk
C11198,59.97,2026-04-10,2026-04-10,1,20,New
C11199,39.98,2025-11-15,2025-11-15,1,166,At Risk
C11200,99.98,2025-04-03,2025-04-03,1,392,At Risk
C11205,29.99,2025-01-19,2025-01-19,1,466,At Risk
C11207,34.99,2025-07-10,2025-07-10,1,294,At Risk
C11212,29.99,2025-06-13,2025-06-13,1,321,At Risk
C11215,59.97,2025-09-14,2025-09-14,1,228,At Risk
C11222,59.99,2025-09-08,2025-09-08,1,234,At Risk
C11225,179.98,2025-03-08,2025-03-08,1,418,At Risk
C11235,34.99,2026-03-11,2026-03-11,1,50,New
C11259,49.99,2025-03-31,2025-03-31,1,395,At Risk
C11269,139.96,2025-02-19,2025-02-19,1,435,At Risk
C11274,79.98,2025-07-06,2026-03-27,2,34,Potential
C11281,19.99,2025-11-28,2025-11-28,1,153,At Risk
C11287,119.96,2025-08-25,2025-09-29,2,213,At Risk
C11304,29.99,2026-03-14,2026-03-14,1,47,New
C11316,49.99,2025-11-07,2025-11-07,1,174,At Risk
C11324,209.97,2025-04-09,2025-09-22,2,220,At Risk
C11325,59.97,2026-01-01,2026-01-01,1,119,New
C11329,29.99,2025-08-09,2025-08-09,1,264,At Risk
C11332,99.95,2025-02-19,2025-02-19,1,435,At Risk
C11335,59.98,2026-04-27,2026-04-27,1,3,New
C11360,104.97,2025-04-30,2025-04-30,1,365,At Risk
C11372,49.99,2026-04-01,2026-04-01,1,29,New
C11374,59.99,2025-01-17,2025-01-17,1,468,At Risk
C11376,19.99,2025-08-30,2025-08-30,1,243,At Risk
C11405,99.98,2025-11-17,2025-11-17,1,164,At Risk
C11415,194.95999999999998,2026-02-01,2026-03-29,2,32,Loyal
C11441,29.99,2026-03-30,2026-03-30,1,31,New
C11442,139.96,2025-11-29,2025-11-29,1,152,At Risk
C11454,179.98,2025-12-05,2025-12-05,1,146,At Risk
C11478,39.98,2026-04-22,2026-04-22,1,8,New
C11483,179.98,2025-02-28,2025-02-28,1,426,At Risk
C11490,39.98,2025-12-11,2025-12-11,1,140,At Risk
C11492,39.98,2025-05-03,2025-05-03,1,362,At Risk
C11498,104.97,2025-06-08,2025-06-08,1,326,At Risk
C11527,19.99,2025-07-12,2025-07-12,1,292,At Risk
C11529,34.99,2025-12-19,2025-12-19,1,132,At Risk
C11545,59.99,2025-06-03,2025-06-03,1,331,At Risk
C11549,119.98,2025-11-22,2025-11-22,1,159,At Risk
C11554,49.99,2025-11-17,2025-11-17,1,164,At Risk
C11580,179.97,2025-04-02,2025-04-02,1,393,At Risk
C11586,29.99,2025-11-11,2025-11-11,1,170,At Risk
C11591,89.99,2025-02-14,2025-02-14,1,440,At Risk
C11603,49.99,2025-07-18,2025-07-18,1,286,At Risk
C11611,29.99,2025-04-24,2025-04-24,1,371,At Risk
C11616,329.95000000000005,2026-02-09,2026-04-22,2,8,Loyal
C11626,79.96,2025-07-29,2025-07-29,1,275,At Risk
C11627,59.99,2025-09-14,2025-09-14,1,228,At Risk
C11631,199.96,2025-05-23,2025-05-23,1,342,At Risk
C11638,169.97,2025-02-23,2025-09-17,2,225,At Risk
C11640,19.99,2026-02-14,2026-02-14,1,75,New
C11651,29.99,2025-01-17,2025-01-17,1,468,At Risk
C11662,49.99,2025-08-17,2025-08-17,1,256,At Risk
C11663,89.99,2025-07-11,2025-07-11,1,293,At Risk
C11665,59.99,2025-06-29,2025-06-29,1,305,At Risk
C11666,149.98,2025-03-17,2026-03-25,2,36,Potential
C11670,119.98,2025-01-15,2025-01-15,1,470,At Risk
C11681,59.99,2025-10-05,2025-10-05,1,207,At Risk
C11688,269.97,2025-10-19,2025-10-19,1,193,At Risk
C11691,34.99,2025-10-04,2025-10-04,1,208,At Risk
C11697,179.97,2026-04-04,2026-04-04,1,26,Loyal
C11698,34.99,2025-12-11,2025-12-11,1,140,At Risk
C11709,59.99,2025-02-20,2025-02-20,1,434,At Risk
C11710,69.98,2025-02-13,2025-02-13,1,441,At Risk
C11711,59.99,2025-06-28,2025-06-28,1,306,At Risk
C11731,79.96,2025-10-06,2025-10-06,1,206,At Risk
C11750,199.96,2025-05-26,2025-05-26,1,339,At Risk
C11758,19.99,2025-06-18,2025-06-18,1,316,At Risk
C11763,19.99,2026-04-05,2026-04-05,1,25,New
C11774,189.92999999999998,2025-09-17,2026-01-19,2,101,Potential
C11775,34.99,2025-08-30,2025-08-30,1,243,At Risk
C11779,19.99,2025-01-24,2025-01-24,1,461,At Risk
C11781,179.98,2026-03-11,2026-03-11,1,50,Loyal
C11782,59.99,2025-11-02,2025-11-02,1,179,At Risk
C11785,89.99,2025-02-08,2025-02-08,1,446,At Risk
C11789,359.96,2026-01-11,2026-01-11,1,109,New
C11811,119.98,2025-05-07,2025-05-07,1,358,At Risk
C11824,69.98,2026-01-21,2026-01-21,1,99,New
C11825,179.97,2025-05-12,2025-05-12,1,353,At Risk
C11831,359.96,2025-07-07,2025-07-07,1,297,At Risk
C11840,89.99,2025-04-14,2025-04-14,1,381,At Risk
C11844,149.97,2025-01-30,2025-01-30,1,455,At Risk
C11848,59.98,2026-04-19,2026-04-19,1,11,New
C11858,119.98,2025-07-19,2025-07-19,1,285,At Risk
C11864,34.99,2025-11-09,2025-11-09,1,172,At Risk
C11870,34.99,2026-03-28,2026-03-28,1,33,New
C11873,59.99,2025-12-17,2025-12-17,1,134,At Risk
C11881,19.99,2025-07-28,2025-07-28,1,276,At Risk
C11882,69.98,2026-01-18,2026-01-18,1,102,New
C11884,29.99,2025-04-20,2025-04-20,1,375,At Risk
C11887,104.97,2025-09-04,2025-09-04,1,238,At Risk
C11893,59.99,2025-04-06,2025-04-06,1,389,At Risk
C11894,19.99,2026-04-05,2026-04-05,1,25,New
C11899,179.97,2025-10-22,2025-10-22,1,190,At Risk
C11923,179.97,2025-08-27,2025-08-27,1,246,At Risk
C11933,59.99,2026-02-11,2026-02-11,1,78,New
C11946,59.99,2025-04-14,2025-04-14,1,381,At Risk
C11957,59.99,2025-06-24,2025-06-24,1,310,At Risk
C11981,39.98,2026-01-10,2026-01-10,1,110,New
C11990,59.97,2025-03-14,2025-03-14,1,412,At Risk
C12007,104.97,2025-04-13,2025-04-13,1,382,At Risk
C12038,89.99,2025-04-17,2025-04-17,1,378,At Risk
C12061,99.98,2025-12-29,2025-12-29,1,122,At Risk
C12090,59.98,2026-02-02,2026-02-02,1,87,New
C12099,29.99,2025-01-30,2025-01-30,1,455,At Risk
C12106,89.99,2025-12-02,2025-12-02,1,149,At Risk
C12112,59.99,2025-01-23,2025-01-23,1,462,At Risk
C12132,34.99,2025-10-17,2025-10-17,1,195,At Risk
C12133,59.97,2025-05-09,2025-05-09,1,356,At Risk
C12152,59.99,2025-12-03,2025-12-03,1,148,At Risk
C12168,69.98,2026-03-02,2026-03-02,1,59,New
C12178,34.99,2025-07-03,2025-07-03,1,301,At Risk
C12192,29.99,2026-01-19,2026-01-19,1,101,New
C12217,34.99,2026-04-23,2026-04-23,1,7,New
C12221,89.99,2026-02-17,2026-02-17,1,72,New
C12226,119.98,2025-05-23,2025-05-23,1,342,At Risk
C12236,19.99,2026-04-18,2026-04-18,1,12,New
C12255,59.98,2025-03-07,2025-03-07,1,419,At Risk
C12264,119.96,2025-02-01,2025-02-01,1,453,At Risk
C12267,49.99,2026-04-07,2026-04-07,1,23,New
C12268,19.99,2025-10-02,2025-10-02,1,210,At Risk
C12302,89.99,2025-08-14,2025-08-14,1,259,At Risk
C12318,49.99,2025-09-21,2025-09-21,1,221,At Risk
C12319,49.99,2025-03-04,2025-03-04,1,422,At Risk
C12326,179.98,2025-12-13,2025-12-13,1,138,At Risk
C12331,34.99,2025-12-07,2025-12-07,1,144,At Risk
C12332,49.99,2025-07-11,2025-07-11,1,293,At Risk
C12337,29.99,2025-05-28,2025-05-28,1,337,At Risk
C12346,49.99,2025-09-12,2025-09-12,1,230,At Risk
C12347,59.99,2025-07-27,2025-07-27,1,277,At Risk
C12361,29.99,2025-12-01,2025-12-01,1,150,At Risk
C12386,59.99,2026-04-04,2026-04-04,1,26,New
C12393,59.97,2025-10-02,2025-10-02,1,210,At Risk
C12394,29.99,2025-08-14,2025-08-14,1,259,At Risk
C12423,269.97,2025-09-10,2025-09-10,1,232,At Risk
C12424,19.99,2026-04-02,2026-04-02,1,28,New
C12428,119.98,2025-04-11,2025-04-11,1,384,At Risk
C12429,29.99,2026-02-21,2026-02-21,1,68,New
C12436,29.99,2025-08-10,2025-08-10,1,263,At Risk
C12451,299.95,2026-01-06,2026-01-06,1,114,New
C12453,19.99,2025-09-13,2025-09-13,1,229,At Risk
C12460,359.96,2026-04-25,2026-04-25,1,5,Loyal
C12476,104.97,2025-09-15,2025-09-15,1,227,At Risk
C12480,199.96,2025-02-01,2025-02-01,1,453,At Risk
C12491,269.97,2026-01-19,2026-01-19,1,101,New
C12509,59.99,2025-10-24,2025-10-24,1,188,At Risk
C12527,59.99,2025-03-14,2025-03-14,1,412,At Risk
C12533,49.99,2025-12-18,2025-12-18,1,133,At Risk
C12537,19.99,2025-08-05,2025-08-05,1,268,At Risk
C12539,29.99,2025-12-24,2025-12-24,1,127,At Risk
C12548,29.99,2025-03-30,2025-03-30,1,396,At Risk
C12569,89.99,2025-09-30,2025-09-30,1,212,At Risk
C12571,239.96,2026-03-01,2026-03-01,1,60,New
C12580,39.98,2026-01-07,2026-01-07,1,113,New
C12598,34.99,2025-06-22,2025-06-22,1,312,At Risk
C12599,119.98,2025-04-09,2025-04-09,1,386,At Risk
C12613,29.99,2026-03-12,2026-03-12,1,49,New
C12615,149.97,2025-07-13,2025-07-13,1,291,At Risk
C12625,449.95,2025-01-05,2025-01-05,1,480,At Risk
C12631,119.98,2025-05-04,2025-05-04,1,361,At Risk
C12635,49.99,2025-01-26,2025-01-26,1,459,At Risk
C12641,39.98,2026-01-15,2026-01-15,1,105,New
C12644,89.99,2026-03-25,2026-03-25,1,36,New
C12657,89.99,2025-05-25,2025-05-25,1,340,At Risk
C12667,89.99,2025-12-24,2025-12-24,1,127,At Risk
C12675,49.99,2025-03-28,2025-03-28,1,398,At Risk
C12679,34.99,2025-06-16,2025-06-16,1,318,At Risk
C12692,104.97,2025-03-03,2025-03-03,1,423,At Risk
C12697,59.97,2025-07-11,2025-07-11,1,293,At Risk
C12703,119.96,2025-04-24,2025-04-24,1,371,At Risk
C12705,69.98,2026-01-08,2026-01-08,1,112,New
C12710,34.99,2025-02-19,2025-02-19,1,435,At Risk
C12713,69.98,2025-03-01,2025-03-01,1,425,At Risk
C12725,154.97,2025-02-21,2025-05-07,2,358,At Risk
C12728,89.99,2025-11-17,2025-11-17,1,164,At Risk
C12736,29.99,2026-04-12,2026-04-12,1,18,New
C12753,99.98,2025-06-12,2025-06-12,1,322,At Risk
C12755,119.97,2025-11-23,2026-01-17,2,103,Potential
C12783,19.99,2025-12-27,2025-12-27,1,124,At Risk
C12795,59.98,2025-04-13,2025-04-13,1,382,At Risk
C12820,49.99,2026-01-25,2026-01-25,1,95,New
C12830,59.99,2025-02-21,2025-02-21,1,433,At Risk
C12832,119.97,2025-03-03,2026-01-02,2,118,Potential
C12851,59.97,2025-11-16,2025-11-16,1,165,At Risk
C12855,29.99,2026-04-16,2026-04-16,1,14,New
C12857,249.95,2025-07-12,2025-07-12,1,292,At Risk
C12865,59.99,2025-01-05,2025-01-05,1,480,At Risk
C12871,34.99,2026-03-27,2026-03-27,1,34,New
C12876,119.97999999999999,2025-07-25,2025-08-15,2,258,At Risk
C12877,34.99,2025-02-27,2025-02-27,1,427,At Risk
C12900,64.98,2025-07-21,2026-02-18,2,71,Potential
C12927,49.99,2025-01-18,2025-01-18,1,467,At Risk
C12934,59.99,2026-04-17,2026-04-17,1,13,New
C12935,359.96000000000004,2025-01-26,2025-10-23,2,189,At Risk
C12940,179.97,2025-08-30,2025-08-30,1,243,At Risk
C12948,89.99,2026-01-04,2026-01-04,1,116,New
C12955,39.98,2025-02-22,2025-02-22,1,432,At Risk
C12979,59.98,2025-02-14,2025-02-14,1,440,At Risk
C12981,59.97,2026-02-07,2026-02-07,1,82,New
C12982,59.99,2025-06-06,2025-06-06,1,328,At Risk
C12997,179.98,2026-01-07,2026-01-07,1,113,New
C13019,59.99,2025-09-08,2025-09-08,1,234,At Risk
C13023,119.98,2025-03-01,2025-03-01,1,425,At Risk
C13028,79.96,2025-06-19,2025-06-19,1,315,At Risk
C13047,249.95,2026-04-16,2026-04-16,1,14,Loyal
C13078,59.99,2026-02-07,2026-02-07,1,82,New
C13083,89.97,2025-10-09,2025-10-09,1,203,At Risk
C13101,99.98,2026-03-28,2026-03-28,1,33,New
C13108,59.99,2025-06-16,2025-06-16,1,318,At Risk
C13112,49.99,2025-12-12,2025-12-12,1,139,At Risk
C13127,19.99,2025-01-03,2025-01-03,1,482,At Risk
C13158,39.98,2025-07-22,2025-07-22,1,282,At Risk
C13164,59.99,2025-08-13,2025-08-13,1,260,At Risk
C13170,369.92,2025-04-25,2025-11-18,2,163,At Risk
C13177,59.99,2026-03-05,2026-03-05,1,56,New
C13187,19.99,2025-01-24,2025-01-24,1,461,At Risk
C13195,29.99,2025-10-19,2025-10-19,1,193,At Risk
C13199,19.99,2026-03-22,2026-03-22,1,39,New
C13201,59.99,2025-01-29,2025-01-29,1,456,At Risk
C13209,89.99,2025-02-15,2025-02-15,1,439,At Risk
C13238,39.98,2025-08-11,2025-08-11,1,262,At Risk
C13247,59.99,2025-05-11,2025-05-11,1,354,At Risk
C13268,59.99,2025-04-15,2025-04-15,1,380,At Risk
C13297,49.99,2025-08-26,2025-08-26,1,247,At Risk
C13298,34.99,2025-03-24,2025-03-24,1,402,At Risk
C13300,39.98,2025-02-06,2025-02-06,1,448,At Risk
C13309,34.99,2025-04-01,2025-04-01,1,394,At Risk
C13312,29.99,2025-11-17,2025-11-17,1,164,At Risk
C13318,269.97,2025-02-16,2025-02-16,1,438,At Risk
C13320,89.97,2025-04-07,2025-04-07,1,388,At Risk
C13329,229.97,2025-06-22,2026-04-06,2,24,Loyal
C13330,99.98,2025-09-16,2025-09-16,1,226,At Risk
C13332,239.96,2026-04-07,2026-04-07,1,23,Loyal
C13345,49.99,2025-12-27,2025-12-27,1,124,At Risk
C13356,59.99,2025-03-15,2025-03-15,1,411,At Risk
C13366,199.96,2026-03-10,2026-03-10,1,51,Loyal
C13376,179.97,2025-09-28,2025-09-28,1,214,At Risk
C13379,89.99,2026-01-24,2026-01-24,1,96,New
C13383,179.98,2025-06-24,2025-06-24,1,310,At Risk
C13384,104.97,2025-04-05,2025-04-05,1,390,At Risk
C13431,59.98,2025-02-16,2025-02-16,1,438,At Risk
C13434,69.98,2025-08-02,2025-08-02,1,271,At Risk
C13439,89.99,2025-09-27,2025-09-27,1,215,At Risk
C13446,104.97,2025-01-19,2025-01-19,1,466,At Risk
C13448,19.99,2025-04-07,2025-04-07,1,388,At Risk
C13451,49.99,2025-12-18,2025-12-18,1,133,At Risk
C13463,289.95,2025-03-26,2025-08-11,2,262,At Risk
C13468,59.99,2025-12-06,2025-12-06,1,145,At Risk
C13491,29.99,2025-10-12,2025-10-12,1,200,At Risk
C13496,19.99,2026-04-02,2026-04-02,1,28,New
C13497,89.99,2025-03-06,2025-03-06,1,420,At Risk
C13503,49.99,2025-02-21,2025-02-21,1,433,At Risk
C13504,19.99,2026-04-28,2026-04-28,1,2,New
C13505,464.92999999999995,2025-10-31,2025-11-15,2,166,At Risk
C13522,179.98,2025-05-19,2025-05-19,1,346,At Risk
C13524,29.99,2025-04-11,2025-04-11,1,384,At Risk
C13527,49.98,2025-10-03,2025-12-23,2,128,At Risk
C13541,49.99,2026-03-24,2026-03-24,1,37,New
C13555,59.99,2025-02-04,2025-02-04,1,450,At Risk
C13558,34.99,2025-12-15,2025-12-15,1,136,At Risk
C13568,39.98,2025-06-05,2025-06-05,1,329,At Risk
C13571,59.99,2025-05-08,2025-05-08,1,357,At Risk
C13581,449.95,2025-01-04,2025-01-04,1,481,At Risk
C13584,79.96,2025-06-08,2025-06-08,1,326,At Risk
C13587,69.98,2026-01-26,2026-01-26,1,94,New
C13593,34.99,2025-12-24,2025-12-24,1,127,At Risk
C13595,99.98,2026-02-03,2026-02-03,1,86,New
C13597,199.96,2026-01-13,2026-01-13,1,107,New
C13603,149.95,2025-11-15,2025-11-15,1,166,At Risk
C13608,49.99,2025-05-30,2025-05-30,1,335,At Risk
C13625,34.99,2026-02-02,2026-02-02,1,87,New
C13628,34.99,2025-07-07,2025-07-07,1,297,At Risk
C13630,179.98,2025-11-11,2025-11-11,1,170,At Risk
C13644,69.98,2025-01-07,2025-01-07,1,478,At Risk
C13647,179.98,2025-04-24,2025-04-24,1,371,At Risk
C13666,49.99,2026-02-28,2026-02-28,1,61,New
C13669,59.99,2025-08-15,2025-08-15,1,258,At Risk
C13677,119.98,2025-08-16,2025-08-16,1,257,At Risk
C13695,59.98,2025-11-17,2025-11-17,1,164,At Risk
C13698,39.98,2026-01-25,2026-01-25,1,95,New
C13724,59.97,2025-02-14,2025-02-14,1,440,At Risk
C13741,59.98,2025-09-09,2025-09-09,1,233,At Risk
C13744,29.99,2026-03-24,2026-03-24,1,37,New
C13748,104.97,2025-05-20,2025-05-20,1,345,At Risk
C13753,269.97,2025-07-13,2025-07-13,1,291,At Risk
C13758,59.98,2025-08-02,2025-08-02,1,271,At Risk
C13760,19.99,2025-12-01,2025-12-01,1,150,At Risk
C13763,19.99,2025-07-02,2025-07-02,1,302,At Risk
C13773,104.97,2025-07-13,2025-07-13,1,291,At Risk
C13783,99.95,2025-10-14,2025-10-14,1,198,At Risk
C13786,179.98,2025-06-20,2025-06-20,1,314,At Risk
C13791,59.97,2026-04-08,2026-04-08,1,22,New
C13813,89.99,2026-03-14,2026-03-14,1,47,New
C13816,179.98,2026-01-30,2026-01-30,1,90,New
C13817,39.98,2025-04-06,2025-04-06,1,389,At Risk
C13818,34.99,2026-04-07,2026-04-07,1,23,New
C13819,269.97,2025-01-08,2025-01-08,1,477,At Risk
C13821,179.97,2025-01-28,2025-01-28,1,457,At Risk
C13837,34.99,2025-04-03,2025-04-03,1,392,At Risk
C13844,359.96,2025-09-17,2025-09-17,1,225,At Risk
C13851,19.99,2025-03-28,2025-03-28,1,398,At Risk
C13858,179.98,2025-09-30,2025-09-30,1,212,At Risk
C13863,19.99,2026-02-05,2026-02-05,1,84,New
C13883,29.99,2025-04-20,2025-04-20,1,375,At Risk
C13898,79.96,2026-04-02,2026-04-02,1,28,New
C13905,89.99,2025-12-17,2025-12-17,1,134,At Risk
C13908,19.99,2025-07-14,2025-07-14,1,290,At Risk
C13910,49.99,2025-01-26,2025-01-26,1,459,At Risk
C13930,89.99,2026-01-16,2026-01-16,1,104,New
C13932,29.99,2025-08-15,2025-08-15,1,258,At Risk
C13938,59.99,2025-06-17,2025-06-17,1,317,At Risk
C13941,199.96,2025-01-02,2025-01-02,1,483,At Risk
C13946,29.99,2025-03-04,2025-03-04,1,422,At Risk
C13953,34.99,2025-02-23,2025-02-23,1,431,At Risk
C13968,49.99,2025-05-09,2025-05-09,1,356,At Risk
C13988,149.97,2025-09-29,2025-09-29,1,213,At Risk
C13995,89.99,2026-01-20,2026-01-20,1,100,New
C14020,19.99,2025-02-11,2025-02-11,1,443,At Risk
C14042,199.96,2025-07-17,2025-07-17,1,287,At Risk
